Year,Site,F10,F50,F90,F10L,F50L,F90L,F10U,F50U,F90U,First.male.flight,First.flight,Last.flight,Last_First,F90_F10,GrowthRate,N.aphids,N.flights,Synchrony,site.year,ppt.ONDJFM,ppt.AMJJAS,tmean.ONDJFM,tmean.AMJJAS,Prop.cropland,Edge.density,Prop.forestwetland,Longitude,Latitude
2009,Kellogg,250.699141566229,263.30826784255,275.91739411887,239.248461197421,260.901667754102,271.002591322978,255.551381749956,265.732109880843,287.906082579479,275,191,289,98,25.218252552641,0.0435583627021219,263,12,0.17,Kellogg_2009,0.496270509329405,-0.328217099608476,-0.387434553006528,-1.51690478987039,0.251965361746279,137.559433542752,0.37627199808452,-85.37,42.41
2010,Kellogg,206.485679454837,215.096660689775,223.707641924712,199.535866737455,213.621353987403,220.677903381911,209.500213478025,216.54189911448,230.746629486236,NA,211,246,35,17.2219624698753,0.0637828466600744,9,4,0.25,Kellogg_2010,-1.26912209079489,0.567541150194093,0.152516179506348,1.76983773737652,0.352635137458029,222.805409122164,0.36347592908793,-85.37,42.41
2011,Kellogg,204.675016074289,224.466165113243,244.257314152196,191.016187222945,221.45511636656,237.92754765728,210.93281036542,227.377200842381,257.611998450161,287,161,294,133,39.5822980779071,0.0277514405363638,76,13,0.11,Kellogg_2011,-1.69836793529961,1.17945807008121,-0.34056977800689,-0.490862581380776,0.281917880430423,204.198181679273,0.366329372127935,-85.37,42.41
2013,Kellogg,226.605819798645,232.19378757353,237.781755348415,223.623584620561,231.503848796095,236.280237065023,228.118543002248,232.882875345956,240.731648737147,NA,193,256,63,11.1759355497704,0.0982884865888714,97,9,0.39,Kellogg_2013,-0.604526389173263,0.69857491225164,-0.000424212421508624,-0.741277304454917,0.270309294890159,192.948277179311,0.365424062890344,-85.37,42.41
2014,Kellogg,212.861986026699,229.98021714479,247.09844826288,199.199091904607,227.048128492465,241.088604498159,218.81749743623,232.956224506657,260.520313993736,NA,213,276,63,34.2364622361817,0.032084675800432,74,7,0.12,Kellogg_2014,-0.0580862164791683,0.17610345044754,-1.53465078385423,-1.84128519817337,0.267707963283408,198.101459240584,0.365699093544801,-85.37,42.41
2015,Kellogg,224.461106392191,241.798449908087,259.135793423984,218.60791882032,240.213067007529,255.48703091806,228.099117462204,243.373579549255,264.980848606112,254,219,268,49,34.6746870317927,0.0316791840224671,32,8,0.12,Kellogg_2015,-1.09625122259604,0.710724219718835,-1.04899791575601,-0.442858353406744,0.272406403630405,176.018030407212,0.386693100168456,-85.37,42.41
2016,Kellogg,191.868478805707,211.257378648626,230.646278491546,170.422635673859,205.454119706039,220.475661722363,201.95571890336,217.141923165658,252.879324780165,267,204,267,63,38.7777996858391,0.0283271820552206,6,4,0.11,Kellogg_2016,-0.546369453128702,0.379356631154302,1.2918823533686,0.173789969598155,0.28068024248536,175.777370310948,0.43040005500613,-85.37,42.41
2017,Kellogg,259.196067106471,263.146706800652,267.097346494834,258.051905230585,262.815287315823,266.334261324564,259.955400522628,263.472901714093,268.287298409733,272,223,272,49,7.90127938836349,0.139023788099376,38,4,0.55,Kellogg_2017,0.734540082475588,-1.21865894745545,1.10542049124603,-0.193586549212928,0.277162142030414,175.154710061884,0.392823991840758,-85.37,42.41
2018,Kellogg,212.917568788803,241.225432181811,269.533295574819,180.678301655415,232.387041568675,254.205009160719,228.415614830354,250.120678064092,301.608674860901,NA,222,271,49,56.6157267860159,0.019402131770796,27,5,0.07,Kellogg_2018,2.34783444345002,0.694932517804686,-0.00983342788594896,0.334184136121369,0.280531267547529,176.908090763236,0.395780571376185,-85.37,42.41
2019,Kellogg,215.15322295373,228.915900474313,242.678577994897,205.670228758797,226.855764244213,238.407116767346,219.481691994168,230.919729612739,251.925256791271,277,221,277,56,27.5253550411675,0.0399074158992233,14,5,0.16,Kellogg_2019,0.0423861031960406,0.843902244981192,-1.96966799417386,-0.252258080625211,0.279614498699334,178.974711589885,0.395390944615701,-85.37,42.41
2005,Lamberton,238.337745615158,243.916786437868,249.495827260578,235.257452834447,243.192993062054,247.936349424905,239.880472251564,244.619587831456,252.527662468425,NA,210,287,77,11.1580816454202,0.0984457567446059,458,9,0.39,Lamberton_2005,-1.34959668078867,0.901283152490582,0.668420942645836,1.07354163046564,0,NA,0,-95.32,44.24
2006,Lamberton,200.050954693399,232.400948899322,264.750943105245,165.248564431092,224.239903627128,249.771087531143,215.280641440512,240.553189080657,300.17174851144,NA,195,279,84,64.6999884118469,0.0169778359836691,676,11,0.06,Lamberton_2006,0.456151619908097,-0.109914136079216,0.595232337366141,0.59462152866002,0.780346590001597,86.5619367056837,0.0711946973326945,-95.32,44.24
2007,Lamberton,203.653076071739,211.549853348713,219.446630625687,199.809635810363,210.582960488899,217.312579721265,205.780061191136,212.519526266913,223.475873789533,NA,208,243,35,15.7935545539477,0.0695515241771215,76,5,0.27,Lamberton_2007,-0.390225826274209,-0.906275225309278,0.416210226152194,0.501571320871076,0.688428366075706,88.6653775070162,0.168703082574669,-95.32,44.24
2008,Lamberton,261.215068448972,264.664013369213,268.112958289454,257.28999532835,263.468246380377,266.058768562426,263.2334239482,265.879958141272,272.260827637391,263,193,284,91,6.89788984048243,0.159246641625848,8028,14,0.63,Lamberton_2008,0.396464693483437,-1.1536068197443,-0.253752931614791,-1.04582146594489,0.765176432836334,107.960666559699,0.0630780338540175,-95.32,44.24
2009,Lamberton,234.458426745381,253.371194241665,272.283961737949,212.989495100537,247.465164230321,262.027623562958,244.807441054459,259.201398734264,293.742199131848,275,205,282,77,37.8255349925686,0.0290403239932349,4771,12,0.11,Lamberton_2009,0.546298018428431,-1.45155813876306,-0.373412500489583,-1.27905923798556,0.748123359730452,119.096736730312,0.0804176169247167,-95.32,44.24
2010,Lamberton,217.824106323838,217.9740757457,218.124045167561,217.780063184021,217.961758948992,218.095747410004,217.852711997252,217.98625962149,218.166428631738,NA,190,281,91,0.299938843722487,3.66229921329317,524,12,0.44,Lamberton_2010,1.7549759982574,1.35802014777814,-0.341702163389164,1.09814726526571,0.778848688357381,107.620663045056,0.0714785060224395,-95.32,44.24
2011,Lamberton,211.769055099829,222.082861703621,232.396668307413,208.440637193416,221.182980848374,230.21884044114,213.870718288447,223.02013673953,235.807223176052,266,203,287,84,20.6276132075842,0.0532522003562595,1332,13,0.21,Lamberton_2011,0.946385197190688,-0.413459067566784,-0.609876890859897,-0.170472220546745,0.746220933564069,122.259915495756,0.146819166370607,-95.32,44.24
2012,Lamberton,206.531786665361,226.36932053292,246.206854400479,190.998152080032,223.047422153025,239.436651753363,213.492275810395,229.696174763218,262.418329373409,244,209,265,56,39.6750677351178,0.0276865511291703,78,9,0.11,Lamberton_2012,-1.11152010608392,-0.595203484853375,1.66149187287336,1.8532009849239,0.738416402122466,110.795302603128,0.15484144538547,-95.32,44.24
2013,Lamberton,222.425503429361,226.198087000592,229.970670571823,219.79323008274,225.634127293295,228.754315941547,223.612047549152,226.751626992662,232.627325754792,242,200,277,77,7.54516714246208,0.145585348960609,379,11,0.58,Lamberton_2013,-1.12519848023374,-1.09531485195109,-0.199408753070342,-1.37291066296471,0.749796577924981,113.954661104362,0.130614162760581,-95.32,44.24
2014,Lamberton,218.46882849621,229.515143630019,240.561458763828,217.139144202516,229.093770379789,239.460002365451,219.581702085642,229.945277509234,241.891686271441,262,213,276,63,22.0926302676175,0.0497209149881851,584,10,0.19,Lamberton_2014,-0.268909944209942,-0.0934819862949289,-1.04407980921356,-1.17644025463458,0.74798583494734,118.859880349325,0.12424218114306,-95.32,44.24
2015,Lamberton,212.749018641402,219.435599224508,226.122179807613,210.704624371431,218.864078131006,224.788463866789,214.060608067159,220.010155718285,228.213299047471,NA,205,268,63,13.3731611662114,0.0821395762564294,249,6,0.32,Lamberton_2015,-1.78481841549914,-0.20231429317362,-0.0248417060984216,0.324144621949897,0.75474747011701,109.034160802561,0.141180650263016,-95.32,44.24
2016,Lamberton,222.792442289506,227.087749004683,231.38305571986,222.326934050613,226.934659182745,230.98315777656,223.188371133507,227.242386838674,231.847474242027,NA,211,274,63,8.5906134303541,0.127868143562405,414,10,0.51,Lamberton_2016,0.865754371066025,1.18316441912266,1.21289961949642,0.878956844962743,0.759560837525929,109.748550209733,0.145833572091638,-95.32,44.24
2017,Lamberton,220.194434173012,244.032711430333,267.870988687654,194.409394054629,238.546116613261,257.474066910542,230.404796844321,249.435456682519,292.090386339335,258,188,272,84,47.6765545146416,0.0230399575343539,165,9,0.09,Lamberton_2017,-0.164138528257541,-0.121778517243491,1.01037315023522,-0.154398449693942,0.757818856939844,110.065632139119,0.140424263955901,-95.32,44.24
2018,Lamberton,219.957746242224,223.818735312336,227.679724382449,219.265248949643,223.599184081757,227.141306867397,220.478305667518,224.035989980453,228.369875378158,NA,208,264,56,7.72197814022468,0.142251864930788,202,7,0.56,Lamberton_2018,0.834030443303552,1.69426245903828,-0.296332145018579,-0.421103869121154,0.760741258580973,113.851513970706,0.140389882760122,-95.32,44.24
2019,Lamberton,223.227485183748,243.018226524709,262.80896786567,211.909966715709,240.414216558874,257.123902633602,228.733711587162,245.560708125049,274.279452405883,NA,221,270,49,39.5814826819219,0.0277520122282666,87,8,0.11,Lamberton_2019,0.394347639709543,1.00617634254947,-2.42122124901484,-0.703978036207417,0.69281547612226,118.687968459899,0.153993375889614,-95.32,44.24
2005,Lancaster,190.737210158512,210.639254618135,230.541299077758,173.840912194392,207.140683579212,223.463958264517,197.840964987446,214.106214914234,246.711106653197,NA,189,280,91,39.8040889192459,0.0275968077960584,792,13,0.11,Lancaster_2005,-0.340644383594867,-0.703818143909144,0.424298585494703,0.86142037306353,0.177345603318855,183.120167476544,0.166848118818689,-90.79,42.83
2006,Lancaster,193.757967222734,226.499626683767,259.241286144799,156.311493853065,207.934872689107,233.259854485538,219.635609585231,244.270536787132,298.148676150631,NA,209,293,84,65.4833189220647,0.0167747421707346,270,12,0.07,Lancaster_2006,-1.0979849536382,-0.545377616739948,0.478457892728032,-0.19466506266324,0.23817318056609,132.625767780864,0.24719549682622,-90.79,42.83
2007,Lancaster,206.81641863827,210.623931142296,214.431443646321,206.429474117033,210.496813717137,214.099444014612,207.150318466302,210.75134789464,214.81435141474,NA,173,243,70,7.61502500805148,0.144249794352653,3125,10,0.57,Lancaster_2007,-0.642190476194956,0.381290686063014,0.185650491742776,0.0507505073583772,0.337897720467882,142.948392579116,0.387879755678869,-90.79,42.83
2008,Lancaster,222.99581751672,231.315920689915,239.636023863109,218.218314075197,230.223074499971,237.285600286485,225.378841983462,232.4226682281,244.474616736221,NA,207,291,84,16.6402063463884,0.0660127505954855,883,12,0.26,Lancaster_2008,1.30387382103034,1.240559689948,-0.619798214272272,-1.06493984222655,0.268362002773352,173.783655756242,0.217834263514365,-90.79,42.83
2009,Lancaster,250.162182968009,257.074143840449,263.986104712888,242.373109358609,254.717804861938,259.973395242959,254.145115932057,259.479251389959,271.876004205178,282,198,282,84,13.8239217448795,0.079461227549896,1081,11,0.11,Lancaster_2009,-0.128766278200254,-0.697672166844349,-0.486363520977659,-2.05133971164777,0.288623523074984,184.709360960851,0.233901374070297,-90.79,42.83
2010,Lancaster,199.105075545938,239.295654815285,279.486234084631,152.301989215169,225.676917701352,255.334919095397,222.489597246093,253.091063744395,326.005057386613,274,204,288,84,80.381158538693,0.0136657123556248,41,9,0.05,Lancaster_2010,1.01217297933158,0.940960104919428,-0.0843972185806803,1.65303002931098,0.304358289689316,212.077106445402,0.236388223564331,-90.79,42.83
2011,Lancaster,218.966406525575,258.594792093328,298.223177661081,175.118972775812,247.400662213621,278.456588573229,239.108576776545,269.941729534175,342.100011351453,266,189,287,98,79.2567711355067,0.0138595829184554,39,11,0.05,Lancaster_2011,-0.419094763723353,-0.511318634435423,-0.133076707742996,-0.0216898726991911,0.265657410696891,172.809510711775,0.225856358656414,-90.79,42.83
2012,Lancaster,-90.5795401757721,208.000012920716,506.579566017204,-339.877520837299,-222.732997939012,-129.912430510472,542.96181959023,677.259441647913,754.770805100707,278,278,278,0,597.159106192977,0.00183948595945326,1,1,1,Lancaster_2012,-0.0396672193929943,-1.698280181685,1.8982907168343,1.89469964733374,0.265244845803871,168.401026863482,0.219874167707629,-90.79,42.83
2013,Lancaster,216.549546095265,235.482321585132,254.415097074998,198.195656177556,231.719841739401,247.017396611838,224.022788035178,239.270117875601,273.364087980522,NA,200,277,77,37.8655509797325,0.0290096344297109,46,8,0.11,Lancaster_2013,1.06422466676925,-0.095690403105697,0.0148979403543578,-0.450216552673495,0.243848772046437,162.044252926255,0.210820660333032,-90.79,42.83
2014,Lancaster,218.625083770165,232.631311249966,246.637538729768,213.094716904559,231.204295784184,243.449626422025,221.797239434215,233.999054295278,252.093829357,NA,220,276,56,28.012454959603,0.0392134781826758,70,8,0.15,Lancaster_2014,-0.939719351084439,-0.859676549260583,-1.50306100484795,-0.915156740866256,0.245854295831949,169.699886922771,0.24161404554258,-90.79,42.83
2015,Lancaster,206.528293331416,232.986119527574,259.443945723731,177.066804184773,225.982714907359,246.092874153401,219.583825361409,240.427428881036,289.152538546241,NA,212,254,42,52.9156523923151,0.0207588065485363,5,4,0.08,Lancaster_2015,-1.46545295813601,-0.88225018313594,-0.635982053344227,0.153819586208373,0.286847202007816,159.843831178754,0.297906233167926,-90.79,42.83
2016,Lancaster,241.490307369741,264.492786571649,287.495265773556,220.080317062518,259.824157902957,278.374812628122,250.584221071741,269.068403164808,308.097939603739,281,232,288,56,46.0049584038156,0.0238771173698196,8,5,0.09,Lancaster_2016,2.20136572543614,0.333374838160131,1.22687948247893,0.557777190988344,0.315268339082502,165.845328687999,0.305538683688788,-90.79,42.83
2017,Lancaster,255.08358053072,259.882120285012,264.680660039303,254.653259896315,259.742083234426,264.302766516817,255.452567193949,260.027807741229,265.1092811489,258,237,272,35,9.59707950858217,0.114458340208498,119,5,0.45,Lancaster_2017,0.192720156799663,-0.169692628241614,1.16020781413952,-0.0393179856318822,0.302077722641791,168.62259710889,0.302203784136879,-90.79,42.83
2018,Lancaster,219.398279121662,226.983207173016,234.56813522437,216.132382679605,226.180708540155,232.754193772193,221.202673425095,227.797167460746,237.786236538854,NA,215,236,21,15.1698561027071,0.0724110884087839,34,4,0.28,Lancaster_2018,-0.183582068526156,1.63462780203599,0.0212728505346372,-0.0149140300977371,0.318729300129499,174.922068396443,0.29870844268213,-90.79,42.83
2019,Lancaster,235.045211719045,240.961864565415,246.878517411785,229.045862881826,239.552880398476,244.201978247834,237.734937971741,242.357064122565,253.329354620613,284,242,284,42,11.8333056927397,0.0928283118787031,9,4,0.37,Lancaster_2019,-0.517254896875743,1.63296338623114,-1.94727705454148,-0.419257535757216,0.372889902474243,204.925735766022,0.296897741207211,-90.79,42.83
2005,McNay,201.683295739959,230.316509489745,258.949723239532,167.795056090122,220.494994107613,242.536725361847,218.722603678413,240.291633755031,293.074208189922,287,196,287,91,57.2664274995733,0.0191816713450448,148,12,0.07,McNay_2005,-1.22666032457944,-1.14753443736984,0.487497468308652,0.895239612374813,0.316136868883643,265.961878771896,0.214424861916439,-93.42,40.97
2006,McNay,263.318722782624,272.7429159221,282.167109061576,256.523932197517,271.297223951806,279.135836567252,266.370792290536,274.227140899616,289.255289666775,NA,202,286,84,18.8483862789518,0.0582790364726544,180,8,0.23,McNay_2006,-1.15777679022453,-0.945768063059903,0.583682161197113,0.263632898821825,0.239677342065331,125.218204844433,0.229694113888667,-93.42,40.97
2007,McNay,209.830256115804,214.081644952789,218.333033789773,208.863767520897,213.805916867033,217.669816485886,210.509615630915,214.367537421854,219.27818374669,NA,187,271,84,8.50277767396926,0.129189052509786,1803,10,0.51,McNay_2007,0.294839774670354,0.228982591714468,0.364635113693951,0.219491261443036,0.141442376806964,84.5793352881445,0.239956872454277,-93.42,40.97
2008,McNay,226.257841025678,232.404135645339,238.550430264999,224.078902980341,231.842673588806,237.257062090736,227.544862393965,232.964812566468,240.650781623124,NA,221,291,70,12.2925892393212,0.0893600013809902,1056,11,0.35,McNay_2008,0.845104193563638,1.12835559710642,-0.530099824245085,-1.61353115357192,0.172644558018014,130.022042166627,0.239337198909083,-93.42,40.97
2009,McNay,238.053728842109,258.429008613245,278.80428838438,217.289886698165,253.976276828572,270.325251765822,246.652215877094,262.949492655456,299.191389418463,261,212,289,77,40.7505595422708,0.0269558456065404,103,10,0.1,McNay_2009,0.930954672575747,-0.396563335904762,-0.178042502099245,-1.9010032634196,0.203229207251393,132.180417234911,0.241136295922811,-93.42,40.97
2010,McNay,279.695681717088,282.543198916101,285.390716115114,276.345672926069,281.633031602951,283.789221858952,281.25897556659,283.442350875744,288.558830064832,281,225,288,63,5.695034398026,0.192881326894528,13,3,0.77,McNay_2010,1.57169226150432,1.94552072719551,-0.680412039819066,1.1799955130427,0.233412783902093,151.002211856928,0.237366213645636,-93.42,40.97
2011,McNay,229.895754325059,231.509022995755,233.12229166645,229.895298978346,231.508863462017,233.121838183394,229.896218170591,231.50918512747,233.122737362254,NA,231,238,7,3.22653734139072,0.340447258214152,3,2,1,McNay_2011,-1.36337089253675,-0.195181616024806,-0.252733748883974,-0.120102038368243,0.570955469484106,181.586195567882,0.258336580111383,-93.42,40.97
2012,McNay,204.192260059381,249.717253897513,295.242247735644,150.651944720906,227.006369025851,261.142318410932,238.335542832386,272.674964218476,347.799707610912,272,209,272,63,91.0499876762631,0.0120644254813888,3,3,0.04,McNay_2012,0.179104962836444,-1.41603063058103,1.54680526779099,1.56479132777203,0.46041986569798,177.754602305068,0.264364128068205,-93.42,40.97
2013,McNay,224.78023437158,248.352384956821,271.924535542063,210.208108906017,245.028179068957,264.971825242611,231.729716429568,251.564742815676,286.770203616466,NA,228,284,56,47.144301170483,0.023300075812543,15,8,0.09,McNay_2013,0.485800017324366,0.107082751318089,0.281891691014397,-0.764823758919137,0.483968555909518,190.78889563779,0.26036486145807,-93.42,40.97
2014,McNay,220.056177851437,229.108201862246,238.160225873056,214.72751144053,227.856428644597,235.542281201649,222.7526261193,230.322544294906,243.794061271454,276,220,283,63,18.1040480216192,0.0606751479055878,75,8,0.24,McNay_2014,-0.745274022653017,1.5518047993723,-1.3327628404961,-1.23174877507288,0.539969747668049,178.839520038507,0.263825544885752,-93.42,40.97
2015,McNay,225.638358032496,225.895349171469,226.152340310442,225.383864054728,225.835827625644,226.041306659144,225.750430605114,225.953476504687,226.422469494679,275,226,275,49,0.513982277945388,2.13716666611724,31,5,0.57,McNay_2015,-1.17047416224017,0.610511356108962,-0.402021714063729,0.0403358857695401,0.274001329269131,143.125097890905,0.25869181582747,-93.42,40.97
2005,Monmouth,250.745332198257,259.005706523794,267.266080849332,241.403701072128,256.342178578337,262.757071906831,255.345648448573,261.682807404904,276.995122401331,NA,189,287,98,16.5207486510754,0.0664900734586293,124,12,0.26,Monmouth_2005,1.09716360559981,-1.31907671878712,0.776177219388721,1.52335914867866,0.793786314305687,128.668309549735,0.0481211107163731,-90.72,40.93
2006,Monmouth,262.555381923845,269.642884240621,276.730386557397,261.193072754189,269.23676726267,275.718632815697,263.553684531254,270.057533728423,278.132432718383,NA,265,293,28,14.1750046335524,0.0774931521928084,101,5,0.31,Monmouth_2006,-0.393471995549165,-1.61002055298038,0.716848568844038,0.493330963597505,0.794220945083014,97.0689025989577,0.0306513409961686,-90.72,40.93
2007,Monmouth,206.05738758264,211.961977528891,217.866567475142,205.87391401471,211.897625060522,217.695074628235,206.228085232251,212.024427883123,218.050195553665,NA,194,229,35,11.8091798925018,0.0930179573349604,70,5,0.37,Monmouth_2007,0.363663527168727,-0.327513362661559,0.352248952311535,0.587716231286499,0.761374521072797,69.264674018406,0.065772669220945,-90.72,40.93
2008,Monmouth,247.287400824063,259.945604730943,272.603808637822,234.78804683715,257.089213227399,267.129810424962,252.686248568091,262.858510437825,285.39946165424,270,207,284,77,25.316407813759,0.0433894808253449,261,10,0.17,Monmouth_2008,-0.437523149513514,1.0761988250841,-0.0882346963607829,-1.28148435639817,0.804409860300943,84.3055905746441,0.0541376820729094,-90.72,40.93
2010,Monmouth,277.403260186643,278.003645077333,278.604029968023,277.403240722062,278.003637969996,278.604010237664,277.403280072234,278.0036520696,278.604049351226,281,281,281,0,1.20076978137945,0.914801328643726,1,1,1,Monmouth_2010,1.52174075402676,1.98367999564331,-0.424851358004728,1.37046646192701,0.814976105616612,85.6121209342838,0.0540918415292406,-90.72,40.93
2011,Monmouth,259.064431465664,263.832544003095,268.600656540526,255.145733287532,262.992254020143,266.931401815021,260.757989406584,264.646158961779,272.530642017263,273,217,287,70,9.53622507486216,0.115188744264964,50,6,0.46,Monmouth_2011,-1.29767687315988,-0.415746622912357,-0.277252507881991,-0.653842584312996,0.874763634696707,87.3006777148708,0.0544012651990053,-90.72,40.93
2012,Monmouth,207.740678337745,249.85018032389,291.959682310034,158.137831283715,233.28823467693,264.487214730879,235.018659842135,266.800201542884,343.37220308441,272,209,272,63,84.2190039722882,0.0130429682089696,9,5,0.05,Monmouth_2012,-0.155505029366277,-0.843565654983143,1.50463078590689,0.799160121490422,0.807148832785157,80.8444312008618,0.0541491422088266,-90.72,40.93
2013,Monmouth,226.634358056335,232.138241242782,237.642124429229,221.313866120099,231.021682669487,235.489270867472,228.815867975699,233.244481431134,242.933451179023,NA,228,284,56,11.0077663728948,0.0997900713178657,14,5,0.39,Monmouth_2013,0.290731835190589,-0.0855510020335048,-0.112048324005039,-0.736282749690449,0.798565190983166,86.5251640803478,0.0539199394904823,-90.72,40.93
2014,Monmouth,234.265516526092,235.586827660878,236.908138795664,234.150827438594,235.548523929346,236.810567701105,234.362538957224,235.624469060284,237.021846904998,NA,213,241,28,2.64262226957266,0.415672646087045,45,3,1,Monmouth_2014,-1.25964654930587,0.630838928107357,-1.66953572507715,-1.41383242985046,0.812821600064176,83.0067007434234,0.0547450692765216,-90.72,40.93
2015,Monmouth,247.514332357513,254.562500115711,261.610667873909,245.508850096055,253.996867323669,260.273993355893,248.877723076942,255.133599565328,263.646008564297,268,219,268,49,14.0963355163959,0.0779256275593102,21,4,0.31,Monmouth_2015,-1.38842522589515,0.542448629279379,-0.839695451371872,0.16426410033271,0.81934241740107,83.0983870844508,0.0552836956646306,-90.72,40.93
2016,Monmouth,264.421452543509,266.381539264682,268.341625985855,264.418336924689,266.380400976584,268.338389876228,264.424561017963,266.38266339495,268.344733785834,274,267,274,7,3.92017344234603,0.280208467190617,3,2,1,Monmouth_2016,1.31910237860854,0.0539174774276814,1.13609014491023,0.837209377605292,0.819858123517345,80.5579113851514,0.0557535612372363,-90.72,40.93
2017,Monmouth,250.027890337262,257.176236220162,264.324582103061,248.022615924939,256.616091672646,263.018283460471,251.367162650593,257.739334831726,266.344883821398,258,230,272,42,14.2966917657989,0.0768335646732815,54,5,0.3,Monmouth_2017,-1.19373957829724,-0.661018233096976,1.26943126154178,-0.193991292957758,0.821141658740073,79.8549827706084,0.0553180760723822,-90.72,40.93
2018,Monmouth,266.90315270955,267.603184650172,268.303216590794,266.903114299863,267.603170414939,268.30317641878,266.903191904189,267.603198885144,268.30325570853,NA,271,271,0,1.40006388124391,0.784582622346983,2,1,1,Monmouth_2018,-0.166267472508065,-0.860070996363236,-0.115791550378782,0.315506380696442,0.821279180371079,82.6170337940572,0.0551576341695413,-90.72,40.93
2019,Monmouth,224.594050207008,226.192408241595,227.790766276182,224.283350235482,226.098860495465,227.562146740219,224.825333208915,226.289016049222,228.102370451731,NA,228,242,14,3.19671606917404,0.343623195689363,13,2,1,Monmouth_2019,1.01947266178025,1.01616030302918,-1.92885321677664,-0.0522616787204252,0.81954869984758,86.429657475111,0.0630307475446659,-90.72,40.93
2006,Monroe,266.304659587421,274.902489059468,283.500318531516,264.00467727362,274.242047552765,281.947854546402,267.858525159308,275.56920712244,285.791944497199,NA,272,293,21,17.1956589440945,0.0638804127816634,136,4,0.25,Monroe_2006,-0.306720177496368,0.0429491289721333,0.61410699188577,0.1902150138251,0,NA,0,-83.47,41.93
2007,Monroe,196.502640192806,242.164839419722,287.827038646638,144.955953535252,227.833746909722,262.489256701934,221.549290382198,256.32852110956,341.19423545522,271,145,292,147,91.3243984538324,0.0120281743980712,113,12,0.04,Monroe_2007,1.02186552494668,0.0711244156670973,0.26087800617103,-0.222047634362449,0.590689696437832,128.456864712051,0.143244644780406,-83.47,41.93
2008,Monroe,223.701597211591,254.499136039485,285.29667486738,190.018081951111,246.492577946481,270.385159128644,238.343567099056,262.310176121038,319.18750710914,270,214,277,63,61.5950776557893,0.0178336619289639,31,8,0.07,Monroe_2008,0.869852432910937,-0.930353579783603,0.167768030606677,-0.573797096263343,0.579560413259404,137.462382016324,0.12569308707966,-83.47,41.93
2009,Monroe,258.659817206189,266.072752330662,273.485687455136,256.809715866936,265.534574946762,272.228811718192,259.936811178845,266.605032253737,275.339623478235,268,163,310,147,14.8258702489463,0.0740911510054304,1202,15,0.29,Monroe_2009,0.681646788583638,-0.590946331210403,-0.534759333636667,-1.85767234091723,0.594000558458654,138.46695317131,0.13107822410148,-83.47,41.93
2010,Monroe,210.990289584786,247.960427495327,284.930565405868,174.0770540949,239.016604492618,267.924673885544,227.813261241046,256.823976325535,325.700775333603,267,225,309,84,73.9402758210828,0.0148561224475231,25,8,0.06,Monroe_2010,-1.26481096715,-0.150420388360041,0.197528508997217,2.31053458224173,0.603412711145745,204.724740326469,0.124235062226399,-83.47,41.93
2011,Monroe,234.343933152713,259.179125190745,284.014317228777,216.43282767975,255.449064837491,276.137619102826,242.117051080867,262.917658550957,302.163075634397,273,217,294,77,49.670384076064,0.0221151056476533,127,11,0.08,Monroe_2011,-0.47144800187046,1.23439438463085,-0.427730570474233,0.339336669404177,0.551901171185626,182.938522601816,0.120991955261167,-83.47,41.93
2013,Monroe,229.347057298075,232.85481396578,236.362570633486,228.546714147247,232.61236878438,235.782672830635,229.927332180003,233.093640128042,237.158658309079,249,200,277,77,7.01551333541056,0.156576680690924,122,9,0.62,Monroe_2013,-1.0472703970016,1.860727378288,0.233516717998159,-0.458664720425552,0.582888313355183,186.235297263639,0.113291008686484,-83.47,41.93
2014,Monroe,242.888307519101,267.861354915488,292.834402311876,218.972189125222,262.49904444862,282.390437693032,253.200477775323,273.132928675029,316.468911419217,262,234,297,63,49.9460947927747,0.0219930266011628,60,9,0.08,Monroe_2014,-0.48849131987569,-0.35160447271772,-1.46927887466191,-1.58464244100146,0.552210584217644,193.409506782646,0.116900827393367,-83.47,41.93
2015,Monroe,217.404296716041,227.644606812527,237.884916909012,208.719929572361,225.776206229193,234.132576824601,221.199066882122,229.507118016171,246.724368791695,NA,226,282,56,20.4806201929708,0.0536344007677384,31,5,0.21,Monroe_2015,-1.96858620064837,1.18762667180605,-1.17626844206922,-0.32205171362858,0.487016112397149,191.728648322389,0.129644060415759,-83.47,41.93
2016,Monroe,262.601682839148,273.308205042779,284.01472724641,257.847878980621,272.131977406457,281.348355585913,265.160835923533,274.502707574641,288.783474138443,267,218,288,70,21.4130444072625,0.0512989078297169,40,5,0.2,Monroe_2016,-0.280832009183677,-0.522576001733895,1.3607050449552,0.539737492488485,0.561550273887832,163.348881274091,0.137035593958424,-83.47,41.93
2017,Monroe,258.707151450361,263.405748295137,268.104345139912,256.385671132219,262.856886611646,266.872485918742,259.930087124986,263.947627165729,270.486140781585,265,223,286,63,9.39719368955059,0.116892960567916,172,6,0.46,Monroe_2017,0.731763933657856,-0.433241769090246,1.04696950427878,-0.12525244954094,0.541759299580573,166.76025992184,0.129082533061356,-83.47,41.93
2018,Monroe,219.50542453707,242.682917272505,265.86041000794,202.267787990886,238.910724800782,258.199930394754,227.230956289256,246.325898769349,283.625698783156,278,215,278,63,46.3549854708696,0.0236968209620503,72,8,0.09,Monroe_2018,0.422230130017083,0.372538243896453,-0.0329662536415652,0.0265541209595291,0.5140381838601,183.461880804214,0.126584309321355,-83.47,41.93
