Year,Site,F10,F50,F90,F10L,F50L,F90L,F10U,F50U,F90U,First.male.flight,First.flight,Last.flight,Last_First,F90_F10,GrowthRate,N.aphids,N.flights,Synchrony,site.year,ppt.ONDJFM,ppt.AMJJAS,tmean.ONDJFM,tmean.AMJJAS,Prop.cropland,Prop.forestwetland,Edge.density,Longitude,Latitude
2018,Ames,216.116141311749,216.315296214464,216.51445111718,215.904961412123,216.267956619541,216.425756468951,216.202726309807,216.361330185781,216.725364296573,NA,201,250,49,0.398309805430983,2.75781759933596,25,5,0.38,Ames_2018,0.978686858858303,1.080553754037,-0.0952616051378381,0.139275368133691,0.840752580981517,0.0104958005339567,87.5848001466813,-93.78,42.02
2019,Ames,30.972332463134,125.056225646188,219.140118829242,-75.2563943007619,99.8337444996599,174.72742130668,75.8360879124837,149.991795030007,322.068894306105,NA,137,249,112,188.167786366108,0.00583769311748405,12,4,0.02,Ames_2019,-0.0730560206023887,-0.233770252132131,-2.27615014110408,-0.153281774445076,0.856186907749246,0.0148843284864735,92.783583913947,-93.78,42.02
2006,Antigo,212.761914252757,247.739165995415,282.716417738072,171.620220756709,234.817164181443,261.685207243999,233.635721665494,260.226675578228,323.115229161142,NA,174,293,119,69.9545034853143,0.0157025743400814,381,17,0.06,Antigo_2006,0.867616150567851,-0.393172500228511,0.657381993363007,0.779035625323221,0.348333000598922,0.406268716310641,137.24581467644,-89.21,45.18
2007,Antigo,190.678461076405,240.050434524323,289.422407972241,141.837134772633,229.549237262181,269.103020836481,211.012624235361,250.383412241493,336.514225356364,NA,152,299,147,98.7439468958354,0.011124386111084,398,21,0.04,Antigo_2007,-0.411264215729775,-1.46800795775332,0.456692777876282,1.15961293326722,0.374765422239968,0.438770213615492,139.577332230556,-89.21,45.18
2008,Antigo,228.306326193637,255.194685616088,282.083045038539,201.541328615984,249.358615850552,270.935744428405,239.430623513284,261.037878893559,309.030043297002,NA,158,291,133,53.7767188449024,0.0204264189968477,491,19,0.08,Antigo_2008,-0.345632178054301,-0.975347060401778,-0.169731174369012,-0.463558614201732,0.522598093142648,0.404049779977998,186.927954771182,-89.21,45.18
2009,Antigo,208.332694380503,241.457127827034,274.581561273566,171.926945745628,232.867152188709,258.569169786633,224.213380017951,250.338373119986,311.459658828058,NA,149,289,140,66.2488668930631,0.0165808993106972,723,21,0.06,Antigo_2009,-0.990687348435464,-1.03873095328608,-0.486857365428791,-1.00418047898893,0.510496883021636,0.392544462779611,212.949805179922,-89.21,45.18
2010,Antigo,227.401407983163,254.061112661585,280.720817340007,212.547761925931,250.598674111069,273.336361020248,234.924848358562,257.449520389857,295.988822447076,NA,141,281,140,53.3194093568439,0.0206016121455905,487,20,0.08,Antigo_2010,-0.287747006665257,1.54669439388217,0.629753068001327,1.17726296175123,0.477241474147415,0.408060597726439,211.246084498434,-89.21,45.18
2011,Antigo,202.842724853326,242.757389151721,282.672053450116,157.083499134356,229.945916979039,260.801453349764,224.570485754237,255.291040267402,328.536081292209,NA,161,294,133,79.8293285967898,0.0137601782541587,536,18,0.05,Antigo_2011,-0.227172510662278,-0.10568006454225,-0.0342000585114919,-0.674202430586193,0.466057022368903,0.422018243491016,204.805561922225,-89.21,45.18
2012,Antigo,90.1322531499188,193.579962200289,297.02767125066,-24.6849329712054,160.270271691186,239.147747600801,148.713248624939,226.171605703921,414.789174742501,NA,138,278,140,206.895418100741,0.00530928041560966,152,17,0.02,Antigo_2012,-1.31415958774717,-0.851979310067624,1.48465998657324,0.59037054280195,0.487302896956362,0.412736065273194,205.512262204905,-89.21,45.18
2013,Antigo,213.629629321482,240.729881532806,267.830133744129,203.521063507282,238.108843679679,261.852259859061,219.625200043681,243.343439278345,278.158190074514,NA,165,298,133,54.2005044226472,0.0202667079043391,166,18,0.08,Antigo_2013,0.534224893216081,0.163946475138913,-0.0536003091068896,-1.30303736111691,0.478135313531353,0.423450678401174,207.815723126289,-89.21,45.18
2014,Antigo,218.36100131599,245.675043824887,272.989086333784,197.633675487695,241.520026230335,263.911631518988,227.474109913583,250.012892896481,293.847324881015,NA,164,297,133,54.6280850177946,0.0201080779427614,108,14,0.08,Antigo_2014,0.0872964644529876,1.14278923489692,-1.66511780108401,-1.68424878032496,0.486500733406674,0.424264301430143,191.084116433647,-89.21,45.18
2015,Antigo,206.300835560281,229.757459850468,253.214084140655,184.527083687677,225.013946578033,243.726579767837,215.48476094662,234.559339655868,275.71939844629,NA,198,296,98,46.913248580374,0.0234148310901913,271,15,0.09,Antigo_2015,-0.784305924542444,0.103007474881591,-0.805608087577967,0.220726508580553,0.496481939860653,0.430383663366337,201.66170066468,-89.21,45.18
2016,Antigo,231.101838291553,259.578742116741,288.055645941929,208.894797602004,254.680034742408,278.038261844225,240.921083368196,264.512934600609,311.302798997566,NA,148,295,147,56.9538076503754,0.0192869596734404,154,14,0.07,Antigo_2016,2.86112633870316,0.745819504534246,1.19878847574489,0.4044662603802,0.502624220755409,0.428080308030803,207.788983115593,-89.21,45.18
2017,Antigo,222.856811200673,254.552078380077,286.247345559481,194.693695090903,248.759361989737,275.006923750146,234.524807867377,260.077715855067,313.331287244854,NA,146,293,147,63.3905343588081,0.0173285460126274,372,20,0.06,Antigo_2017,0.49189787386546,0.8833157050168,0.931869923754442,-0.272094565067505,0.4994499449945,0.429398148148149,199.816639926656,-89.21,45.18
2018,Antigo,216.695744504521,216.880177102339,217.064609700157,216.63530750442,216.863724175076,217.026093975328,216.734424420877,216.897055606263,217.126023292057,NA,166,250,84,0.36886519563609,2.97795998211239,80,7,0.84,Antigo_2018,-0.730083809896017,-0.128611842387075,-0.245954962991406,0.0992656188651314,0.503689952328566,0.429936743674367,195.259378103751,-89.21,45.18
2005,Arlington,236.857454878621,261.230218199775,285.602981520929,218.938314768038,257.423599938791,277.689860971661,244.701045526183,265.116930380821,302.964142608448,NA,182,294,112,48.7455266423078,0.0225346994291823,144,15,0.09,Arlington_2005,0.168308532752852,-1.53542384993153,0.551291493731962,1.6966672886462,0.643244296240274,0.019388772388188,220.260575101877,-89.33,43.32
2006,Arlington,232.922045831335,270.37168940042,307.821332969504,187.721940456658,255.612694299185,283.50550171574,257.202764902107,285.245093589735,350.819755272499,NA,160,293,133,74.8992871381691,0.0146659044881858,90,14,0.05,Arlington_2006,-0.595033787815206,0.901646429948727,0.609130286282039,0.3993717485327,0.721261728888001,0.0409263326013177,105.467301714058,-89.33,43.32
2007,Arlington,211.815170483877,254.321156522467,296.827142561056,163.136324067386,238.238847744405,270.383349653316,239.047472263975,270.821153489424,347.924885734479,NA,152,285,133,85.0119720771789,0.0129213070178444,209,14,0.05,Arlington_2007,-0.638905611483105,-0.233003068165689,0.3692988052044,0.514913358979485,0.718905969255341,0.0873228189259334,113.467187633688,-89.33,43.32
2008,Arlington,214.483461221826,247.179182368587,279.874903515349,196.002033971377,242.88886617959,270.587242154042,223.900899246088,251.567461806806,298.715607849467,NA,137,291,154,65.3914422935226,0.0167983111073002,288,21,0.06,Arlington_2008,1.12155331463248,0.919019117759896,-0.468916000923379,-0.838662882407786,0.741528871165504,0.0511877341950566,142.450044502508,-89.33,43.32
2009,Arlington,244.102831237069,265.013105556058,285.923379875046,223.39539654649,260.692902827576,277.700627713394,252.559272597234,269.40688647902,306.596952513738,NA,149,303,154,41.8205486379767,0.0262661736198305,674,20,0.1,Arlington_2009,0.940160408625005,-0.888262465432125,-0.616811407622654,-1.99165067127712,0.766223200064171,0.0420548431824172,149.597185455129,-89.33,43.32
2010,Arlington,227.574146837323,259.610629275435,291.647111713546,206.664788366718,254.981778906479,281.87588340787,237.666581275817,264.276274453355,313.086930313203,NA,148,295,147,64.0729648762233,0.0171439825443338,284,19,0.06,Arlington_2010,0.231785900992689,1.09008309415667,-0.0708716620693968,0.769318362060946,0.707426633206138,0.0473260224368891,145.605329605055,-89.33,43.32
2011,Arlington,493.60339704404,501.928917116999,510.254437189958,485.325244316314,491.649130950546,498.264214351806,505.130612448763,512.337037313418,519.109086423287,NA,182,294,112,16.6510401459176,0.0659698001911829,138,12,0.12,Arlington_2011,-0.24891055316453,-1.2317864986806,-0.256853274675049,-0.978997444090543,0.68754512014851,0.08185224655368,143.424133729081,-89.33,43.32
2012,Arlington,-18.3355855228169,207.999901053468,434.335387629752,-219.353658166839,-73.3204173197769,104.005440507779,318.206988563719,486.438919943806,665.73963584606,NA,138,271,133,452.670973152569,0.00242663182874641,65,12,0.01,Arlington_2012,0.155091255306946,-1.96334394987841,1.54977749979002,0.747100206610235,0.722884939324143,0.0852212176424078,139.344418850728,-89.33,43.32
2013,Arlington,205.319181774314,232.978224091643,260.637266408972,179.237490581217,227.130849759736,249.040575454933,216.870663152822,239.23320347619,288.021694231769,NA,165,270,105,55.3180846346582,0.0198572636535833,62,13,0.07,Arlington_2013,0.970889217754811,0.371286731373875,-0.25553643199659,-1.21033817613541,0.726597682972945,0.0727537327970481,133.488423618035,-89.33,43.32
2014,Arlington,210.905451288494,237.913038581939,264.920625875384,198.97818589251,234.927420284984,258.367489906396,217.541124497721,240.902136940162,276.799695121722,NA,192,290,98,54.0151745868903,0.020336244394334,55,12,0.08,Arlington_2014,-1.32092481481535,0.134526133747195,-1.67927296033814,-1.05830580950963,0.724099602369739,0.0576391992391168,141.899970586325,-89.33,43.32
2015,Arlington,222.435060527512,254.209522422349,285.983984317187,202.123927434973,249.498571738652,276.270035908078,232.039085783671,258.861921991963,307.201764527242,NA,212,296,84,63.5489237896754,0.0172853563191277,60,11,0.06,Arlington_2015,-1.79352264406155,0.407991533746029,-0.499484616814055,0.456425491933275,0.752197279613142,0.0797437748518913,136.357211889237,-89.33,43.32
2016,Arlington,150.683613064292,151.508672993717,152.333732923142,150.683392039686,151.508594057394,152.333515953705,150.683834985506,151.508752615013,152.333953957385,NA,155,155,0,1.6501198588503,0.66568848651202,2,1,1,Arlington_2016,1.79340959146605,0.457305161664463,1.42256797043809,0.961446114770975,0.75911856715597,0.0720203513355564,130.39807779726,-89.33,43.32
2017,Arlington,224.179847526745,256.788358467628,289.39686940851,185.513673108839,240.250452919487,265.310395652026,248.303547854821,272.838678914249,328.273690603754,NA,153,286,133,65.2170218817659,0.0168432375429999,86,12,0.06,Arlington_2017,0.723120534988743,-0.354238393599194,1.16788047168375,0.148682388780545,0.758098708561083,0.0737965095626067,122.792541914486,-89.33,43.32
2018,Arlington,206.190936034276,233.810835028376,261.430734022475,175.065338046988,225.266397606515,246.457954071411,221.209415287406,242.220370125183,292.603789061245,NA,208,257,49,55.2397979881989,0.0198854056569201,27,5,0.07,Arlington_2018,-1.02638344496851,1.15317332212759,0.0719865232755367,0.420854187906137,0.758236217585112,0.0776811394914458,124.289965352983,-89.33,43.32
2019,Arlington,228.384296955947,249.84637943112,271.308461906293,209.9979961629,245.971927675132,263.542545730072,236.185408365852,253.73905825989,290.320392524176,NA,137,284,147,42.9241649503459,0.0255908482476563,126,11,0.1,Arlington_2019,-0.480637900211336,0.771026701163109,-1.89418669596653,-0.0368241647999812,0.760860348127012,0.0768790035179392,131.761712661593,-89.33,43.32
