Year,Site,F10,F50,F90,F10L,F50L,F90L,F10U,F50U,F90U,First.male.flight,First.flight,Last.flight,Last_First,F90_F10,GrowthRate,N.aphids,N.flights,Synchrony,site.year,ppt.ONDJFM,ppt.AMJJAS,tmean.ONDJFM,tmean.AMJJAS,Prop.cropland,Prop.forestwetland,Edge.density,Longitude,Latitude
2006,Crookston,242.387537766779,262.932158799749,283.47677983272,220.643067638787,257.831331404314,273.867102091463,252.266409628927,268.188218183635,306.194176756769,NA,244,279,35,41.0892420659407,0.0267336591324518,35,4,0.1,Crookston_2006,0.631136849913151,-1.23280016227051,0.793773654587222,1.60750405960259,0.588390290641967,0.0718620249121686,99.2990321053562,-96.62,47.8
2007,Crookston,210.187155836881,222.21075675684,234.2343576768,199.124806101193,219.948087986639,229.774730288334,214.74430453467,224.473183980401,245.064240911786,NA,159,236,77,24.0472018399188,0.0456795679894096,61,5,0.18,Crookston_2007,-0.410694565660162,0.338127032439114,0.324167064288091,0.465929314217814,0.599009900990099,0.0782896838070903,97.2742672347415,-96.62,47.8
2008,Crookston,253.126170610764,264.310187891612,275.49420517246,242.037920493005,261.808065121496,270.779475045493,257.831537953018,266.787359563316,286.837433864404,NA,179,284,105,22.3680345616954,0.0491087309603251,208,12,0.19,Crookston_2008,-0.538362992538293,0.125202199462085,-0.433043863917895,-1.50916192611117,0.654241056081406,0.0675750005729608,128.736396175458,-96.62,47.8
2009,Crookston,202.490683831546,214.17043843166,225.850193031775,198.863926595609,213.222011786552,223.596723034539,204.757002477049,215.146751621657,229.308448593199,NA,177,254,77,23.3595092002288,0.0470243523520103,254,8,0.18,Crookston_2009,2.50026730623646,-0.349509018944778,-0.606892375139004,-1.54689295745148,0.643045401416359,0.0615703710494351,126.276343383642,-96.62,47.8
2010,Crookston,171.646474966031,195.043436534475,218.440398102919,151.601159738794,190.93542807538,210.067163111495,179.866124040343,199.11931906681,237.592375097488,NA,183,239,56,46.7939231368875,0.0234745393795745,108,8,0.09,Crookston_2010,1.29265680429831,1.45969366298755,0.218937740033462,0.973133901433743,0.642266174684299,0.0610890839502211,118.907644881448,-96.62,47.8
2011,Crookston,182.336430923986,207.565811730672,232.795192537357,158.21806692301,202.46843851239,223.002180973453,191.961742304647,212.487826587315,254.640627351671,NA,175,231,56,50.4587616133707,0.0217695749217623,80,9,0.08,Crookston_2011,-0.204161808275613,-0.406286446386221,-0.273242981299451,-0.244749810429521,0.670261040955241,0.0615589118327871,124.347264719252,-96.62,47.8
2012,Crookston,138.543456822479,145.694510123672,152.845563424865,132.700221722349,144.515860550917,150.491057311126,140.939132725107,146.810571354902,158.220609219502,NA,146,160,14,14.302106602386,0.0768044751686001,13,3,0.3,Crookston_2012,-1.0118176835692,-1.58361019886326,1.57930118485138,1.4776094717227,0.641784887585086,0.0708523365342746,126.883716666094,-96.62,47.8
2013,Crookston,213.656657111715,242.442123953183,271.227590794652,183.027027387795,235.215602955015,257.796176967086,227.391341697773,249.928637421644,302.222164594438,NA,221,277,56,57.5709336829372,0.0190802149822904,66,7,0.07,Crookston_2013,0.000167640002559765,-0.657897581483651,-0.367779273141728,-0.916662697209824,0.662251048518324,0.0641830724451677,123.518333887227,-96.62,47.8
2014,Crookston,230.771476214171,256.786494285478,282.801512356786,210.642126492269,252.6906841674,274.003443924391,239.452474340793,260.9626487172,302.763109620219,NA,220,297,77,52.0300361426154,0.0211121473833061,143,11,0.08,Crookston_2014,-0.279004885453488,0.817289351226432,-1.32455780550575,-1.06509324083955,0.660211307954988,0.0690876171704903,131.295767868807,-96.62,47.8
2015,Crookston,185.244511669729,231.214439147968,277.184366626207,131.540571589778,215.184707204254,250.025232970234,212.12161879711,247.038133782038,329.67088060318,NA,191,268,77,91.939854956478,0.011947656344701,153,9,0.04,Crookston_2015,-1.90752877245723,-0.622972317590619,0.0545125473256743,0.547789637282691,0.669458895789884,0.0700731098022139,129.190971147859,-96.62,47.8
2016,Crookston,164.201457778296,177.924725272686,191.647992767076,153.483622773657,175.629294998326,186.902193839771,168.952809937669,180.251363332762,202.565461196712,NA,162,204,42,27.44653498878,0.0400220206977217,6,4,0.16,Crookston_2016,0.0159880415690493,2.07389709466819,1.35077624457627,0.300279893593134,0.665872160979075,0.0642862053949991,122.616823857928,-96.62,47.8
2017,Crookston,183.213553857913,191.866757212642,200.519960567372,180.908464420575,191.211508663131,198.953996852747,184.752766178163,192.509166877395,202.792934181794,NA,188,209,21,17.3064067094586,0.0634716270016564,7,4,0.25,Crookston_2017,0.0357322956813731,-0.755547133324476,0.996695962766482,-0.153009862822459,0.669241170673572,0.0651112689936516,125.539091537648,-96.62,47.8
2018,Crookston,214.741544916562,214.920234625267,215.098924333972,214.625149502513,214.895520638672,215.045303573751,214.793887017563,214.94481879792,215.2113006803,NA,215,250,35,0.357379417409845,3.07366831410381,11,3,1,Crookston_2018,-0.181750914161643,-0.481690030928636,-0.21415190339014,-0.0283372202296693,0.667430614443197,0.0627965072307658,131.162069347513,-96.62,47.8
2019,Crookston,211.935571713417,240.586328777313,269.237085841209,195.68447620226,236.784769307869,261.151734614839,219.929800436354,244.344248614499,285.159871520577,NA,200,284,84,57.3015141277916,0.0191699261026839,15,8,0.07,Crookston_2019,0.47739830993365,0.731364493262771,-2.30101005350427,-0.641490051351212,0.675234340980451,0.0836981183966264,128.098463230997,-96.62,47.8
2005,DeKalb,224.958445564269,245.732090155698,266.505734747128,216.789932314051,243.532222516622,261.625192158557,229.849410996688,247.925019704398,274.763720125565,NA,154,287,133,41.5472891828587,0.0264389280987037,259,19,0.1,DeKalb_2005,-0.341594821996957,-1.9919976832073,0.500665421439984,1.17775647666718,0.870622880190667,0.0263085525712714,166.842386736955,-88.86,41.84
2006,DeKalb,233.552940129605,252.007376582399,270.461813035193,218.239808360549,248.858914122372,264.157017576105,239.756500217948,255.151335311581,285.388666884234,NA,160,293,133,36.9088729055881,0.0297615642236353,617,20,0.11,DeKalb_2006,-0.867830747542642,-0.831938574864326,0.530335059426839,-0.0511008284662317,0.908858739026337,0.00115722266560255,47.3097774965367,-88.86,41.84
2007,DeKalb,186.617535458895,227.133156667167,267.648777875439,138.917805484162,214.08455800243,244.610393548623,209.510458838391,240.09180783837,314.311578159467,NA,138,278,140,81.0312424165441,0.013556077367726,325,12,0.05,DeKalb_2007,0.776705269635161,0.677065302609466,0.210492001906146,0.290176232296656,0.92561851556265,0.00119712689545092,36.7489866771562,-88.86,41.84
2008,DeKalb,227.793406014066,244.438408468082,261.083410922098,223.676736886408,243.278713648234,258.286462605391,230.568536234581,245.587140673631,265.080230064645,NA,145,291,146,33.2900049080326,0.0329968648078098,1858,20,0.13,DeKalb_2008,0.00186918497974874,1.13048765420083,-0.186609301470002,-1.13483915071456,0.946351636263636,0.00103125859382161,51.042585780803,-88.86,41.84
2009,DeKalb,196.455020276321,233.000700835902,269.546381395483,152.452091202615,215.862707873481,243.159732520037,222.96943557346,250.301917372644,310.815167397476,NA,149,289,140,73.0913611191626,0.0150286678833465,996,20,0.07,DeKalb_2009,1.40631641064451,-0.218148456153211,-0.665163301084544,-2.16753812517148,0.940805756714639,0.000859382161518013,53.0364666292337,-88.86,41.84
2010,DeKalb,220.202347229465,227.903908452583,235.605469675701,218.405383784639,227.381647043862,234.290861663951,221.493791281263,228.424856168285,237.36103858789,NA,134,288,154,15.4031224462358,0.0713144880355092,2154,21,0.28,DeKalb_2010,0.405666126838179,0.781573718879802,-0.0729887526663004,1.60949716108141,0.946546429553579,0.000951049592079934,51.9058368761006,-88.86,41.84
2011,DeKalb,229.013093269754,256.490576889638,283.968060509523,218.578313689262,253.857865411015,277.770848932985,235.061658324186,259.138489810215,294.259330173346,NA,133,301,168,54.9549672397688,0.019988471408035,575,18,0.07,DeKalb_2011,-1.45270725911649,0.565936342866103,-0.255894967113282,-0.224125170760834,0.951496470803923,0.000870840590338252,49.7515288329686,-88.86,41.84
2012,DeKalb,70.7182625193021,208.999989737271,347.281716955239,-96.5559616172255,150.225312259308,254.923008900533,161.337977490793,267.130355915336,505.895452804572,NA,139,279,140,276.563454435937,0.00397184000193375,59,13,0.01,DeKalb_2012,-0.254086124021716,-1.89827075705534,1.6764097173427,1.12261976548475,0.948597488312403,0.000951049592079934,51.2106523657282,-88.86,41.84
2013,DeKalb,239.47561453577,247.170643902546,254.865673269321,238.25301278438,246.798742452226,253.947954042082,240.413849499567,247.544802994591,256.04573796046,NA,172,291,119,15.390058733551,0.0713750226961107,400,12,0.28,DeKalb_2013,0.204428109022102,0.3577522339765,0.0175313910054649,-0.746040828529429,0.950132917774315,0.000825006875057292,51.8561808396454,-88.86,41.84
2014,DeKalb,207.974858443824,220.833168980779,233.691479517735,201.40132842521,219.219266071733,230.198305670317,211.507650243744,222.474132977508,240.479993179422,NA,143,290,147,25.7166210739109,0.0427142348228632,1129,21,0.17,DeKalb_2014,-0.784569336759754,-0.0859320627366608,-1.61715165585521,-1.05227932835818,0.953146484554038,0.000847923732697772,46.4169350002483,-88.86,41.84
2015,DeKalb,221.101683745744,238.045216210678,254.988748675612,214.166099992671,236.259857035035,250.904806695821,225.084169720611,239.798432834952,262.015255924758,NA,212,296,84,33.8870649298677,0.0324154893224007,822,13,0.12,DeKalb_2015,-1.91131927680206,0.38893370596949,-0.867330158423815,0.0279892150786588,0.954063158859658,0.000882299019158493,48.8386217012158,-88.86,41.84
2005,Dixon Springs,122.799893545631,227.50018521774,332.200476889849,20.378587446257,96.6385571220289,172.852551046877,285.115223408394,361.400623256714,435.702164623756,NA,154,301,147,209.400583344218,0.00524576280475759,169,13,0.05,Dixon Springs_2005,0.211048484417832,-0.664038028708408,0.747635010678278,0.403329257445924,0.126436649898589,0.426176534622833,215.394461205783,-88.67,37.44
2006,Dixon Springs,201.585162134505,245.99362396733,290.402085800154,150.84710897061,230.842463410079,264.141305458935,227.972938687312,260.90295542182,344.427648644935,NA,139,293,154,88.8169236656489,0.0123677531946142,200,15,0.04,Dixon Springs_2006,-1.08719398463296,0.33095393084802,0.596584123984916,-0.406657556415508,0.137541422126402,0.380045514432866,112.473091192232,-88.67,37.44
2007,Dixon Springs,209.604575343407,230.407058451393,251.209541559379,186.346484537401,224.497400787045,240.52881259555,219.998163958553,236.253911812438,274.491907789908,NA,138,285,147,41.6049662159725,0.0264022757691823,155,15,0.1,Dixon Springs_2007,0.535140712147159,-1.0882692449998,0.291744074218006,0.99838661405415,0.035054098295205,0.591767477142971,79.8245513968584,-88.67,37.44
2008,Dixon Springs,222.917416507797,244.0932254426,265.269034377404,197.937167818691,237.210621589276,253.394568478252,234.842940809597,250.994451605636,289.615226947383,NA,145,270,125,42.3516178696075,0.025936808241509,322,17,0.1,Dixon Springs_2008,2.09631747499921,-0.242521163020384,0.137157780208577,-1.00740010353005,0.0602275722192302,0.572482783118863,105.560903312553,-88.67,37.44
2009,Dixon Springs,226.480841481541,253.871362608822,281.261883736104,208.033605181896,249.817787698728,272.824793019832,235.047467046028,257.930673053829,300.222768385337,NA,149,310,161,54.7810422545632,0.0200519330445948,382,17,0.08,Dixon Springs_2009,-0.955534405559416,0.967487836643545,-0.146937812158654,-1.69074257882058,0.0689591951322921,0.571864006691953,109.739793423787,-88.67,37.44
2010,Dixon Springs,176.146387758631,224.807515640977,273.468643523324,118.215752093897,203.443067688422,240.675229164111,209.657100095439,245.95079267558,329.810863574483,NA,120,281,161,97.3222557646934,0.0112868920142737,280,15,0.04,Dixon Springs_2010,-0.213904942037419,-0.686165389117867,-0.847307360811009,1.87555133754573,0.0993594518099211,0.570821253824382,127.834311208899,-88.67,37.44
2011,Dixon Springs,214.375963332796,250.193229378591,286.010495424387,177.824941541021,242.33432290602,270.946039738379,229.559802671488,258.004193728873,321.981016008895,NA,133,294,161,71.6345320915908,0.0153343053877582,346,18,0.06,Dixon Springs_2011,-0.814824578449134,2.43470963582267,-0.303829130065923,0.142033757083979,0.308116284132969,0.577054853384364,124.78990954651,-88.67,37.44
2012,Dixon Springs,81.0645592320732,212.292359373216,343.520159514359,-68.4540877518425,154.66061905934,255.92213732347,167.893373125001,267.32438239721,498.978542306609,NA,139,279,140,262.455600282286,0.00418533950207265,11,5,0.01,Dixon Springs_2012,0.189030546458243,-1.68802540892188,1.46795177216811,1.26423029510605,0.0775533121727075,0.571634830237541,114.556594548344,-88.67,37.44
2013,Dixon Springs,242.322492278751,244.811266922316,247.300041565881,241.794857917848,244.646538925378,246.914105649585,242.711582519143,244.97184891537,247.854444558933,NA,158,256,98,4.97754928713022,0.220684061178881,377,8,0.88,Dixon Springs_2013,-0.387650101526598,-0.1651861007002,-0.31360338583315,-1.44892337447108,0.104687804374978,0.571119183215117,123.227600537832,-88.67,37.44
2014,Dixon Springs,203.461838153174,205.391245101773,207.320652050371,203.459043248675,205.390222557046,207.317839462819,203.464664879273,205.39226814059,207.32345756659,NA,206,213,7,3.85881389719691,0.284664101629684,3,2,1,Dixon Springs_2014,-0.406678386158851,-0.065958464015221,-1.38673038156227,-1.02786467740594,0.0919341346870021,0.576516288716497,124.686774232979,-88.67,37.44
2005,DPAC,227.346634631616,251.528210743518,275.70978685542,199.839077951217,244.723138733606,263.645265923967,239.520307602908,258.329561792458,302.691286619532,NA,196,301,105,48.3631522238044,0.0227128659091205,157,12,0.09,DPAC_2005,0.522879214994425,0.160481888553318,0.139412581010066,0.382037883421366,0.764393105977264,0.0977493582691602,146.328159092326,-85.15,40.25
2006,DPAC,203.262715709805,258.415666147841,313.568616585878,138.820542909713,234.209778364213,276.224599187386,239.874308237181,281.463563437956,377.252344550644,NA,160,328,168,110.305900876072,0.00995835927794786,167,14,0.03,DPAC_2006,-1.07358359058424,-0.152952536352985,0.48779569769219,-1.02857482667423,0.683842899337432,0.0496527500598707,86.576197321286,-85.15,40.25
2007,DPAC,202.368033073244,220.529604730533,238.691176387823,181.565121132539,213.558174088297,227.207423279502,213.669643542206,227.722755253243,260.559392498276,NA,145,292,147,36.3231433145797,0.030241484936704,299,17,0.12,DPAC_2007,2.25121389923563,-1.51262074486922,0.108809641311728,-0.01947314230096,0.684122295840984,0.137902131396184,97.3300181914609,-85.15,40.25
2008,DPAC,138.999564643966,212.19592676136,285.392288878755,57.1930530357164,175.166098602292,229.889510897223,192.246145526015,250.283789189056,368.863923391754,NA,144,298,154,146.392724234789,0.00750355454578391,392,15,0.03,DPAC_2008,1.36187359134879,-0.819845513473363,-0.0131117173266772,-1.45143052982796,0.704957292248743,0.135587131795322,83.5224713014023,-85.15,40.25
2009,DPAC,204.220747873531,252.866193591247,301.511639308963,147.536202789499,235.061650047427,271.60684106197,233.791280131394,270.93160637677,358.893206432209,NA,149,296,147,97.2908914354312,0.0112905306467527,467,20,0.04,DPAC_2009,-1.01241454713247,-1.5786085693538,-0.390554016650949,-1.5280445855492,0.693023070168437,0.137622734892632,87.7780755829536,-85.15,40.25
2010,DPAC,206.197836445118,231.66877317066,257.139709896202,181.001618866602,226.382392790349,247.171218568179,216.495948545563,236.880948549276,281.705578434157,NA,134,281,147,50.9418734510843,0.0215631212004086,287,18,0.08,DPAC_2010,-0.82395343842822,0.702585664962423,-0.406881658901398,1.94168488526383,0.700953428676201,0.117906582324899,145.497885604923,-85.15,40.25
2011,DPAC,188.654954908418,251.636687481918,314.618420055419,113.919409550966,228.28319913844,274.328795632753,228.873625289123,275.184733707269,390.243937415881,NA,133,294,161,125.963465147001,0.00872051106342399,200,18,0.03,DPAC_2011,0.136932533187562,0.484702520321209,-0.481926936660646,0.214132402878463,0.754583791712504,0.115374037403741,104.340717480909,-85.15,40.25
2012,DPAC,133.856665933064,146.981748495674,160.106831058284,118.545679290278,142.444029852661,152.490012801083,141.337329273688,151.443368634448,176.154673833174,NA,146,258,112,26.25016512522,0.0418460526309715,24,6,0.16,DPAC_2012,0.484316758426683,-1.24442252494309,1.6811467783074,0.864195785528584,0.763682618261826,0.115671983865053,99.1148955026607,-85.15,40.25
2013,DPAC,236.556080697248,248.878406871715,261.200733046183,221.675012995696,243.925083260255,253.316952641958,244.542430533369,253.859638526017,276.700976338158,NA,151,291,140,24.644652348934,0.0445721763832941,178,14,0.17,DPAC_2013,-0.590880157506376,-0.621377263300415,0.0586099127720025,-0.56276124893415,0.748876971030437,0.113975980931426,106.220179771332,-85.15,40.25
2014,DPAC,205.578861866323,234.110851785199,262.642841704074,180.627885822917,228.964839060242,252.255394744964,215.920806849967,239.223932346047,286.485073117297,NA,150,290,140,57.0639798377505,0.0192497227589961,136,14,0.07,DPAC_2014,-0.483093498842878,1.14599338250361,-1.39667327065722,-1.31228829549977,0.762238723872388,0.117161716171617,99.6764421626041,-85.15,40.25
2015,DPAC,221.117664423693,249.733982688808,278.350300953922,189.80243329481,242.336132833793,264.419097540406,234.744522375324,257.161640942847,308.954846665194,NA,156,324,168,57.2326365302291,0.0191929964788787,103,14,0.07,DPAC_2015,-1.48730883952033,1.59977514481885,-1.10820652429929,-0.00237648073639594,0.713730748074808,0.118674367436744,110.601771737013,-85.15,40.25
2016,DPAC,252.860562322227,270.65452937158,288.448496420933,232.415786701501,263.290142168577,276.91054533702,264.511490730604,277.860452992525,309.173759896565,NA,148,295,147,35.5879340987061,0.0308662421469885,28,8,0.12,DPAC_2016,0.356978837388083,-0.385299383082886,1.44460514687782,0.904518864805919,0.766994407774111,0.117631554822149,95.2299094267258,-85.15,40.25
2017,DPAC,240.463713746241,257.675043036527,274.886372326813,224.4218900462,254.226283422501,268.172434115747,247.340136283016,261.057352060627,290.802374477783,NA,139,286,147,34.4226585805719,0.0319111258890864,183,11,0.12,DPAC_2017,-0.576838480294574,0.46422257345894,1.48083828270658,0.302198001867344,0.771016685001834,0.114972955628896,93.5147090844497,-85.15,40.25
2018,DPAC,176.538854880352,227.188656976022,277.838459071692,117.310141620339,209.445815023892,248.437545376053,206.582970727608,244.38285516488,337.034086905114,NA,138,264,126,101.299604191341,0.0108437323143613,24,10,0.04,DPAC_2018,0.507617998166399,1.04407849000248,0.0941165951577121,0.686666485285844,0.772643931059773,0.11637101210121,94.6034219965849,-85.15,40.25
2019,DPAC,199.192493976429,237.137685178665,275.082876380901,153.799626990753,221.385408183839,250.141492203528,224.305690678201,253.007648887954,320.802301755792,NA,144,291,147,75.8903824044723,0.0144743741775756,11,6,0.05,DPAC_2019,0.426259719561497,0.713286870754923,-1.69798051133932,0.609514800471338,0.68613632196553,0.135554180418042,118.071313423029,-85.15,40.25
2005,East Lansing,209.201218010944,245.774434602055,282.347651193166,177.046737198063,239.230047790753,269.310607558685,222.255200059805,252.251632152085,312.307728619066,NA,175,301,126,73.1464331822224,0.0150173527759737,106,17,0.06,East Lansing_2005,0.200997595445405,-1.04162035108408,-0.24960901476153,1.24811550235726,0,0,NA,-84.5,42.69
2006,East Lansing,99.7585880426499,242.02992873435,384.301269426049,-62.6888660517397,182.898923393959,289.248852654767,194.655036855167,301.391333818562,548.488644735143,NA,160,293,133,284.542681383399,0.00386046053288413,22,6,0.01,East Lansing_2006,0.185611591843623,-0.084455922074837,0.702607236037865,0.138223462333374,0,0,NA,-84.5,42.69
2007,East Lansing,92.3944155224158,198.536489620749,304.678563719083,-29.873840193889,164.895636407479,247.24373645943,150.516604639743,230.59616736311,433.694272837039,NA,131,299,168,212.284148196667,0.00517450690846681,225,20,0.02,East Lansing_2007,1.17027138403699,0.0367018762007077,0.389700765307486,0.30401929672737,0.111754603187283,0.147062347725367,168.756205845764,-84.5,42.69
2008,East Lansing,147.930438775307,221.000049393253,294.069660011198,60.5613787366964,186.802730104905,241.224646952813,198.994493309547,255.118363487808,385.443303768213,NA,137,298,161,146.139221235892,0.00751657072011182,237,19,0.03,East Lansing_2008,0.128021548762862,0.48210206531074,0.214314250136193,-0.404886706918384,0.0917841594440228,0.147581579262691,170.582293794725,-84.5,42.69
2009,East Lansing,135.13469594696,218.745824775445,302.356953603931,34.3645080867682,188.143183439548,251.138584964342,186.645101959606,250.837348987069,397.976845676588,NA,142,289,147,167.222257656971,0.00656889702837864,269,19,0.02,East Lansing_2009,-0.447520443349475,1.45193837515064,-0.42021147666217,-1.95690104562381,0.089188001757399,0.143108199864201,168.913135278878,-84.5,42.69
2010,East Lansing,202.778076518507,254.766066942635,306.754057366763,145.06919196153,238.483827923105,277.694828442314,232.060213031162,271.320783973425,365.500889427844,NA,141,288,147,103.975980848256,0.010564611003812,28,13,0.04,East Lansing_2010,-1.31413342923888,-0.345044883538017,0.255254221475749,1.48432490517821,0.129862837892035,0.149251165935212,267.266372543402,-84.5,42.69
2011,East Lansing,210.769603388684,266.381150915877,321.99269844307,147.620073404952,249.23055570872,291.573437226083,240.852151614061,283.509374711294,383.655431286554,NA,133,287,154,111.223095054386,0.00987623830162726,262,11,0.03,East Lansing_2011,-0.947301345644089,1.1488857320981,-0.411745149889648,-0.57823372830245,0.0920028876233256,0.141734178230529,256.189002845738,-84.5,42.69
2012,East Lansing,-73.3278790515311,208.999782631027,491.327444313585,-305.944113794194,-217.061693678159,-105.155292013849,510.108946873648,632.679701737386,744.230867946658,NA,139,272,133,564.655323365116,0.00194537401127333,97,9,0.33,East Lansing_2012,0.335531252681837,-2.0229932757663,1.60127105768901,1.15384523442543,0.08215975890637,0.137849637328261,253.809278252067,-84.5,42.69
2013,East Lansing,235.789045666961,258.845805747903,281.902565828846,209.805854263116,252.225105790771,269.925363284489,247.756977693139,265.71034874996,307.490200091356,NA,235,291,56,46.113520161885,0.0238209051823701,38,7,0.09,East Lansing_2013,-0.572640280336366,1.27663635567705,0.145119355496809,-0.764365623540429,0.1043096632252,0.141207072385383,255.12328348517,-84.5,42.69
2014,East Lansing,252.175151517943,273.355887904769,294.536624291594,236.949611117077,270.151485059307,287.768714935348,258.837173081083,276.544432791548,309.823902719822,NA,213,297,84,42.3614727736516,0.0259307743446762,100,11,0.1,East Lansing_2014,0.189119335525215,-0.371622287878209,-1.57431504948849,-1.6335552947649,0.0994511223916856,0.141321660612589,252.774117152734,-84.5,42.69
2015,East Lansing,250.700884903212,274.532820460768,298.364756018323,224.225984663038,268.664361985145,287.009045220531,261.928965003941,280.532173285802,324.160436447595,NA,184,296,112,47.6638711151118,0.023046088488046,80,10,0.09,East Lansing_2015,-1.78263820239509,1.05495162652706,-1.20098445174263,-0.41104794606572,0.0954634520849329,0.142410248771041,254.664909566646,-84.5,42.69
2016,East Lansing,78.1443756335471,204.659622998406,331.174870363265,-71.3236823828985,134.842328653276,232.803201848939,177.380773250848,276.153284467574,474.481513129231,NA,148,295,147,253.030494729718,0.00434123876086554,48,9,0.01,East Lansing_2016,-0.391006855690529,0.147518246376521,1.25945728307644,0.44836689552769,0.101490792835944,0.150809565825207,262.136404438587,-84.5,42.69
2017,East Lansing,71.0211204696948,184.297712166564,297.574303863433,-60.4922334422654,135.782321958764,221.100176352758,148.52597718996,232.753808910553,429.697009029261,NA,146,279,133,226.553183393738,0.00484860011652344,30,11,0.01,East Lansing_2017,1.06037182837831,-1.36118020239813,1.09591492127947,0.511183198660795,0.0930570993136166,0.14486243683324,253.885673905155,-84.5,42.69
2018,East Lansing,204.848349925475,214.656141858868,224.46393379226,193.785323536244,212.004897119136,219.599499998032,209.861526876045,217.360140713218,235.74104158835,NA,138,285,147,19.6155838667848,0.0559996479769175,57,9,0.22,East Lansing_2018,2.18707145853977,-0.509930191580979,0.0737354053028681,0.719366279341859,0.0940769345357458,0.143235284006921,258.939246356882,-84.5,42.69
2019,East Lansing,192.754955680825,242.761225691772,292.767495702719,133.351596626269,217.717086657703,255.001340644644,230.628231121916,267.518769934027,353.835399392916,NA,151,270,119,100.012540021894,0.0109832806082233,5,4,0.04,East Lansing_2019,-0.00175543855957041,0.138112836979735,-1.88050935325743,-0.258454429336323,0.0858838762905499,0.139591378381785,265.650604480605,-84.5,42.69
2005,Eau Claire,220.956728635498,262.226333902606,303.495939169714,190.656159496905,255.506264939187,289.482790735222,235.011760640378,269.051413797969,335.327185701665,NA,182,315,133,82.5392105342165,0.0133084116541952,526,17,0.05,Eau Claire_2005,0.487532205042581,-1.28087437940064,0.375004830730069,0.845475433500329,0.181063922440467,0.183436089019275,244.798710278803,-91.59,44.75
2006,Eau Claire,173.644330672307,238.582532995568,303.520735318829,109.352756180531,223.856860996103,275.336996548774,201.284203669503,253.345230336743,371.438404232224,NA,160,293,133,129.876404646522,0.00845777794966897,137,17,0.03,Eau Claire_2006,-0.913185904829838,-0.902338451769486,0.703761322157327,0.958899369832974,0.321047797787805,0.348480613345047,154.491417618838,-91.59,44.75
2007,Eau Claire,195.816642721824,218.914355699117,242.01206867641,172.187889466452,214.0399057009,232.565060733163,205.244364537065,223.77576166693,265.516302715282,NA,159,250,91,46.1954259545855,0.0237786700458513,190,11,0.09,Eau Claire_2007,-0.169893980595421,-0.546246856451525,0.337834494028671,0.565521100046173,0.257037894820908,0.433853771512998,138.468976218048,-91.59,44.75
2008,Eau Claire,211.975991048786,239.250557995145,266.525124941505,190.317263371767,234.697921348723,257.098423092854,221.486229272623,243.916345931904,288.232928150054,NA,172,284,112,54.5491338927198,0.020137181161519,447,16,0.08,Eau Claire_2008,-0.358124447060787,-0.367960173295704,-0.44652200484419,-1.49418396443968,0.361256904494511,0.372636428227636,227.85545114218,-91.59,44.75
2009,Eau Claire,228.849215592752,228.961284547578,229.073353502404,228.849215592752,228.961284547578,229.073353502404,228.849215592752,228.961284547578,229.073353502404,NA,233,233,0,0.224137909652939,4.90084784456974,21,1,1,Eau Claire_2009,-1.48901988668723,-0.864720026005976,-0.659664384963267,-1.77028899117862,0.333272214709725,0.382835598542321,216.319046527619,-91.59,44.75
2010,Eau Claire,221.276445115581,221.465391336529,221.654337557477,221.04894806182,221.377144033854,221.518024239644,221.412519646496,221.554505428545,221.865588393634,NA,141,225,84,0.377892441895654,2.90682127933217,68,7,0.21,Eau Claire_2010,0.0889549843680119,1.37155738460731,0.0940812215591772,0.708957422528122,0.295099814352181,0.384153468863882,214.836885934754,-91.59,44.75
2011,Eau Claire,227.061104353386,256.019302189137,284.977500024889,209.120146515407,252.005553123297,276.375604781818,235.649551632082,259.896972702597,302.206698496673,NA,175,294,119,57.9163956715036,0.0189664045675778,254,13,0.07,Eau Claire_2011,0.755431121304199,-0.36674512297488,-0.383856097388598,-0.498996531464697,0.304462423506223,0.420217276706928,214.82542593017,-91.59,44.75
2012,Eau Claire,155.177156357222,217.319482588385,279.461808819547,82.8492832807553,191.148488768138,238.183547726732,196.591552401705,243.025899745569,350.731235587426,NA,152,264,112,124.284652462325,0.00883830601477226,38,10,0.03,Eau Claire_2012,-1.2621960857195,-1.53216437486279,1.71603929511785,1.48894115423719,0.283216061974285,0.425855469734821,220.360608144243,-91.59,44.75
2013,Eau Claire,212.168399438668,232.059810727355,251.951222016042,193.765399826708,228.322463155,244.558794813853,219.530128075667,235.738147123366,269.433803631087,NA,186,284,98,39.7828225773748,0.0276115599707696,91,14,0.11,Eau Claire_2013,0.383228956546063,-0.387567803696014,-0.0820258232995538,-0.933934387346394,0.324150260136142,0.403325617107103,219.222247688899,-91.59,44.75
2014,Eau Claire,227.267351967592,255.907642566009,284.547933164427,201.679031364569,250.548736187605,273.538233049829,237.961715516283,261.299739066262,310.895834083842,NA,184,290,106,57.2805811968351,0.0191769316660199,41,11,0.07,Eau Claire_2014,0.247098663912807,1.72213531285253,-1.44586996128795,-0.87298350746259,0.316128440787513,0.420033920836103,216.219726487891,-91.59,44.75
2018,Eau Claire,206.348875208052,216.768219905712,227.187564603372,202.541124467929,215.755320805865,224.89740344975,208.643795203089,217.7432103918,230.956787117346,NA,194,278,84,20.8386893953203,0.0527128060005663,417,11,0.21,Eau Claire_2018,-0.284443983996664,0.0347151785532492,-0.187989649668763,0.220182764912208,0.344605899475144,0.455135110357315,233.318053327221,-91.59,44.75
