Year,Site,F10,F50,F90,F10L,F50L,F90L,F10U,F50U,F90U,First.male.flight,First.flight,Last.flight,Last_First,F90_F10,GrowthRate,N.aphids,N.flights,Synchrony,site.year,ppt.ONDJFM,ppt.AMJJAS,tmean.ONDJFM,tmean.AMJJAS,Prop.cropland,Prop.forestwetland,Edge.density,Longitude,Latitude
2015,Ames,221.777639403609,222.530669806466,223.283700209324,221.777560892711,222.530641665349,223.283622375522,221.777717567458,222.530697603116,223.283777157025,NA,226,226,0,1.50606080571458,0.729363507259624,1,1,1,Ames_2015,-0.94087932903208,1.0129843003454,-0.321135884138827,-0.106438674818333,0.83964112612148,0.00957913673186438,88.226530986432,-93.78,42.02
2017,Ames,253.609063017234,256.311281866817,259.013500716401,251.660728673684,255.892608497476,258.146943271995,254.47521640241,256.73508396033,261.026090654756,NA,258,272,14,5.40443769916692,0.203252558831543,5,2,0.81,Ames_2017,0.093683429012388,-1.17143675482394,1.26884907658413,0.319373050315748,0.840615081411205,0.00933851248381515,86.6795012834617,-93.78,42.02
2018,Ames,210.771396922935,223.003371406672,235.235345890409,206.579927911171,221.922844859961,232.655844194672,213.304176896496,224.127677277858,239.289170629854,NA,215,250,35,24.4639489674739,0.0449014095337612,9,5,0.18,Ames_2018,0.978686858858303,1.080553754037,-0.0952616051378381,0.139275368133691,0.840752580981517,0.0104958005339567,87.5848001466813,-93.78,42.02
2019,Ames,244.617032086078,245.279518775148,245.942005464218,244.617005209976,245.279508996375,245.941977856064,244.617059492,245.279528795292,245.94203286335,NA,249,249,0,1.32497337814021,0.829047443158691,1,1,1,Ames_2019,-0.0730560206023887,-0.233770252132131,-2.27615014110408,-0.153281774445076,0.856186907749246,0.0148843284864735,92.783583913947,-93.78,42.02
2006,Antigo,208.086164095282,240.03213126169,271.978098428099,182.943039342378,234.478074036887,260.588117232134,219.679224264033,245.693006349132,298.219506900442,NA,202,293,91,63.8919343328167,0.017192558072818,555,14,0.06,Antigo_2006,0.867616150567851,-0.393172500228511,0.657381993363007,0.779035625323221,0.348333000598922,0.406268716310641,137.24581467644,-89.21,45.18
2007,Antigo,197.582365041657,226.349222579245,255.116080116833,169.724921416844,220.019880113288,243.052353690694,209.71102050223,232.531093542681,282.656224596702,NA,187,292,105,57.533715075176,0.0190925579891089,662,14,0.07,Antigo_2007,-0.411264215729775,-1.46800795775332,0.456692777876282,1.15961293326722,0.374765422239968,0.438770213615492,139.577332230556,-89.21,45.18
2008,Antigo,232.969621237041,253.012438190217,273.055255143392,219.524547718058,250.035011147241,266.650952142815,239.247912442043,255.994584296987,286.331981061058,NA,214,291,77,40.0856339063505,0.0274029791812185,678,12,0.1,Antigo_2008,-0.345632178054301,-0.975347060401778,-0.169731174369012,-0.463558614201732,0.522598093142648,0.404049779977998,186.927954771182,-89.21,45.18
2009,Antigo,224.385316845838,234.733766758088,245.082216670338,218.329498822794,233.354336954492,242.082303914261,227.342402080219,236.142499212461,251.266247937623,NA,219,282,63,20.6968998244993,0.0530739289804814,150,10,0.21,Antigo_2009,-0.990687348435464,-1.03873095328608,-0.486857365428791,-1.00418047898893,0.510496883021636,0.392544462779611,212.949805179922,-89.21,45.18
2010,Antigo,237.503198738611,255.595060988758,273.686923238905,225.080921674198,252.924237982948,268.063200475986,243.176285865261,258.25861596609,285.925354466978,NA,190,281,91,36.1837245002932,0.030358007821797,193,13,0.12,Antigo_2010,-0.287747006665257,1.54669439388217,0.629753068001327,1.17726296175123,0.477241474147415,0.408060597726439,211.246084498434,-89.21,45.18
2011,Antigo,222.550018592524,247.406092413603,272.262166234682,208.624251239871,244.27433783802,265.241934110476,229.510610432974,250.550837475279,285.875566121286,NA,217,287,70,49.7121476421584,0.0220965265735185,77,11,0.08,Antigo_2011,-0.227172510662278,-0.10568006454225,-0.0342000585114919,-0.674202430586193,0.466057022368903,0.422018243491016,204.805561922225,-89.21,45.18
2012,Antigo,221.40878956108,240.872290011702,260.335790462325,213.60901724855,238.916051922588,255.828293002059,225.832073757733,242.832606345469,267.746629058883,NA,201,278,77,38.9270009012457,0.0282186083173563,128,12,0.11,Antigo_2012,-1.31415958774717,-0.851979310067624,1.48465998657324,0.59037054280195,0.487302896956362,0.412736065273194,205.512262204905,-89.21,45.18
2013,Antigo,231.146051852422,233.535096894438,235.924141936453,230.426919802908,233.334347405377,235.45282887724,231.618950992815,233.737910434872,236.641582069943,NA,235,270,35,4.77809008403062,0.229896417205074,34,5,0.92,Antigo_2013,0.534224893216081,0.163946475138913,-0.0536003091068896,-1.30303736111691,0.478135313531353,0.423450678401174,207.815723126289,-89.21,45.18
2014,Antigo,267.850005156481,269.000000000878,270.149994845276,267.849999904963,268.999998082931,270.149989587499,267.850010305602,269.000001878805,270.15000006588,NA,269,276,7,2.29998968879465,0.477595963474448,2,2,1,Antigo_2014,0.0872964644529876,1.14278923489692,-1.66511780108401,-1.68424878032496,0.486500733406674,0.424264301430143,191.084116433647,-89.21,45.18
2015,Antigo,236.914649678032,251.606782283008,266.298914887985,225.547732543456,249.225769841389,261.415187457063,241.821187434887,253.975450389767,277.39622279052,NA,240,296,56,29.3842652099533,0.0373827891748516,9,6,0.14,Antigo_2015,-0.784305924542444,0.103007474881591,-0.805608087577967,0.220726508580553,0.496481939860653,0.430383663366337,201.66170066468,-89.21,45.18
2016,Antigo,231.162069349308,256.521793416452,281.881517483596,204.289080160864,250.131756207368,270.23656885287,242.857549941231,262.96595319878,308.365847782422,NA,239,281,42,50.7194481342875,0.0216576842179617,3,3,0.08,Antigo_2016,2.86112633870316,0.745819504534246,1.19878847574489,0.4044662603802,0.502624220755409,0.428080308030803,207.788983115593,-89.21,45.18
2017,Antigo,235.286015291677,257.093359371279,278.900703450881,213.66817520846,252.305400532294,269.614762211349,244.67123861174,261.790143404936,301.062199421572,NA,230,286,56,43.6146881592042,0.0251856848635939,123,7,0.1,Antigo_2017,0.49189787386546,0.8833157050168,0.931869923754442,-0.272094565067505,0.4994499449945,0.429398148148149,199.816639926656,-89.21,45.18
2018,Antigo,210.158306710673,226.732856446667,243.307406182661,190.981281263843,221.986093957664,234.902481635422,218.814777107597,231.53284787271,262.389674013341,NA,222,250,28,33.1490994719885,0.0331371231465838,17,3,0.13,Antigo_2018,-0.730083809896017,-0.128611842387075,-0.245954962991406,0.0992656188651314,0.503689952328566,0.429936743674367,195.259378103751,-89.21,45.18
2005,Arlington,235.144354277611,253.364363452598,271.584372627585,228.57518052566,251.612597715187,267.598960993304,239.137237801087,255.124662746022,278.119805385058,NA,203,294,91,36.4400183499738,0.0301444906215981,413,14,0.12,Arlington_2005,0.168308532752852,-1.53542384993153,0.551291493731962,1.6966672886462,0.643244296240274,0.019388772388188,220.260575101877,-89.33,43.32
2006,Arlington,220.484555892663,246.435905794016,272.38725569537,207.932675292481,243.495203892764,265.893601964279,227.093949150183,249.461539158237,284.876043639265,NA,202,286,84,51.9026998027077,0.0211639432163859,78,10,0.08,Arlington_2006,-0.595033787815206,0.901646429948727,0.609130286282039,0.3993717485327,0.721261728888001,0.0409263326013177,105.467301714058,-89.33,43.32
2007,Arlington,219.911754831452,247.333745925152,274.755737018853,197.1902611709,242.605631373215,265.114836187218,229.559201235146,251.930123536201,297.521426022229,NA,194,285,91,54.8439821874012,0.0200289210883379,305,13,0.08,Arlington_2007,-0.638905611483105,-0.233003068165689,0.3692988052044,0.514913358979485,0.718905969255341,0.0873228189259334,113.467187633688,-89.33,43.32
2008,Arlington,222.661966946575,245.497614823777,268.333262700979,209.240923715117,242.451592346451,261.727765236394,229.221003465226,248.495773125804,281.637472321416,NA,214,284,70,45.6712957544037,0.0240515574007056,360,11,0.09,Arlington_2008,1.12155331463248,0.919019117759896,-0.468916000923379,-0.838662882407786,0.741528871165504,0.0511877341950566,142.450044502508,-89.33,43.32
2009,Arlington,242.890857558606,261.827602009237,280.764346459869,227.016836429823,258.528534729443,273.982679957695,249.744616177251,265.166422654599,297.04982730968,NA,233,296,63,37.8734889012629,0.0290035542874143,70,9,0.11,Arlington_2009,0.940160408625005,-0.888262465432125,-0.616811407622654,-1.99165067127712,0.766223200064171,0.0420548431824172,149.597185455129,-89.33,43.32
2010,Arlington,241.180429393444,257.075282273909,272.970135154374,231.497516176715,254.922688273387,268.444281260582,245.774772360151,259.16630255592,282.872252830117,NA,218,288,70,31.7897057609297,0.0345541352179391,59,10,0.13,Arlington_2010,0.231785900992689,1.09008309415667,-0.0708716620693968,0.769318362060946,0.707426633206138,0.0473260224368891,145.605329605055,-89.33,43.32
2011,Arlington,231.771209230574,260.166381325595,288.561553420616,207.269307732167,254.946206801897,278.238510896637,241.945991113262,265.28457279262,312.82167643769,NA,161,287,126,56.790344190042,0.0193424746243076,19,7,0.07,Arlington_2011,-0.24891055316453,-1.2317864986806,-0.256853274675049,-0.978997444090543,0.68754512014851,0.08185224655368,143.424133729081,-89.33,43.32
2012,Arlington,220.762492891057,239.976640104856,259.190787318655,210.964585649602,237.5322811242,253.916609808783,226.121989616537,242.361488776537,269.598011814319,NA,208,271,63,38.428294427598,0.0285848177173521,53,7,0.11,Arlington_2012,0.155091255306946,-1.96334394987841,1.54977749979002,0.747100206610235,0.722884939324143,0.0852212176424078,139.344418850728,-89.33,43.32
2013,Arlington,198.501822333489,226.604106281835,254.706390230181,165.09631049607,218.740231861463,240.282952242644,212.691111128967,234.45857597161,285.212320539897,NA,214,263,49,56.2045678966921,0.0195440661232493,6,4,0.07,Arlington_2013,0.970889217754811,0.371286731373875,-0.25553643199659,-1.21033817613541,0.726597682972945,0.0727537327970481,133.488423618035,-89.33,43.32
2014,Arlington,232.220713400174,246.339984333672,260.459255267169,225.385005075196,244.69050134013,256.817751830358,235.858034426184,248.007733262771,267.544580021486,NA,234,276,42,28.238541866995,0.0388995223824055,7,5,0.15,Arlington_2014,-1.32092481481535,0.134526133747195,-1.67927296033814,-1.05830580950963,0.724099602369739,0.0576391992391168,141.899970586325,-89.33,43.32
2015,Arlington,248.702320686628,249.132608294844,249.56289590306,248.702303216593,249.132602030426,249.562878111087,248.702337960572,249.132614512919,249.562913218605,NA,254,254,0,0.860575216431755,1.27643205431428,1,1,1,Arlington_2015,-1.79352264406155,0.407991533746029,-0.499484616814055,0.456425491933275,0.752197279613142,0.0797437748518913,136.357211889237,-89.33,43.32
2017,Arlington,260.401451920049,265.263229915653,270.125007911257,259.325334903351,264.946745439711,269.357429189746,261.161636967895,265.567901648993,271.18136719699,NA,230,272,42,9.72355599120829,0.112969554800232,44,4,0.45,Arlington_2017,0.723120534988743,-0.354238393599194,1.16788047168375,0.148682388780545,0.758098708561083,0.0737965095626067,122.792541914486,-89.33,43.32
2018,Arlington,217.849459936195,217.961526353046,218.073592769896,217.849459936195,217.961526353046,218.073592769896,217.849459936195,217.961526353046,218.073592769896,NA,222,222,0,0.224132833700423,4.90095883440621,2,1,1,Arlington_2018,-1.02638344496851,1.15317332212759,0.0719865232755367,0.420854187906137,0.758236217585112,0.0776811394914458,124.289965352983,-89.33,43.32
2019,Arlington,234.313825071879,252.83753450286,271.361243933842,220.941938947713,250.074999412298,265.388280654029,240.102394194078,255.600192915147,284.466090402186,NA,235,284,49,37.0474188619634,0.0296502651235828,40,7,0.11,Arlington_2019,-0.480637900211336,0.771026701163109,-1.89418669596653,-0.0368241647999812,0.760860348127012,0.0768790035179392,131.761712661593,-89.33,43.32
2006,Crookston,237.467296558892,257.945870754398,278.424444949904,215.873441730124,253.200430745593,269.322962342042,246.673018550215,262.682254134659,299.27093951274,NA,244,279,35,40.9571483910114,0.02681987966825,6,4,0.1,Crookston_2006,0.631136849913151,-1.23280016227051,0.793773654587222,1.60750405960259,0.588390290641967,0.0718620249121686,99.2990321053562,-96.62,47.8
2007,Crookston,208.193942272697,220.521800984555,232.849659696413,198.825982178445,218.567094221219,228.751501281089,212.272184714192,222.495411588893,241.934630432523,NA,215,236,21,24.6557174237162,0.04455217313389,37,4,0.17,Crookston_2007,-0.410694565660162,0.338127032439114,0.324167064288091,0.465929314217814,0.599009900990099,0.0782896838070903,97.2742672347415,-96.62,47.8
2008,Crookston,257.065624613486,263.867801401695,270.669978189904,255.168036703561,263.334087245871,269.392348592594,258.349397763817,264.405211644507,272.594808136145,NA,263,284,21,13.6043535764188,0.0807436961433891,32,4,0.32,Crookston_2008,-0.538362992538293,0.125202199462085,-0.433043863917895,-1.50916192611117,0.654241056081406,0.0675750005729608,128.736396175458,-96.62,47.8
2009,Crookston,229.245151879682,229.498523364134,229.751894848586,228.976328455331,229.433767605028,229.633490591115,229.363823848626,229.560841544878,230.024613019647,NA,205,254,49,0.506742968904348,2.16769814049334,8,3,0.52,Crookston_2009,2.50026730623646,-0.349509018944778,-0.606892375139004,-1.54689295745148,0.643045401416359,0.0615703710494351,126.276343383642,-96.62,47.8
2010,Crookston,228.774664102476,233.192023490203,237.609382877931,225.241887290249,232.452592167341,236.165373113274,230.276155017149,233.897094789592,240.945003474271,NA,218,239,21,8.83471877545475,0.124335116863431,6,3,0.49,Crookston_2010,1.29265680429831,1.45969366298755,0.218937740033462,0.973133901433743,0.642266174684299,0.0610890839502211,118.907644881448,-96.62,47.8
2014,Crookston,233.070184286758,237.550173998328,242.030163709899,227.918599348276,236.263515707053,239.694671259435,235.37993992934,238.848413083078,247.466665168233,NA,234,297,63,8.95997942314153,0.122596910051444,7,3,0.49,Crookston_2014,-0.279004885453488,0.817289351226432,-1.32455780550575,-1.06509324083955,0.660211307954988,0.0690876171704903,131.295767868807,-96.62,47.8
2015,Crookston,248.702320686628,249.132608294844,249.56289590306,248.702303335449,249.132602155781,249.562878494761,248.702338498905,249.132614488537,249.562913145294,NA,254,254,0,0.860575216431755,1.27643205431428,3,1,1,Crookston_2015,-1.90752877245723,-0.622972317590619,0.0545125473256743,0.547789637282691,0.669458895789884,0.0700731098022139,129.190971147859,-96.62,47.8
2018,Crookston,203.684924308963,204.487054259989,205.289184211015,203.684762970693,204.486994889309,205.289020060903,203.685094781984,204.487112213401,205.289348800844,NA,208,208,0,1.60425990205192,0.684718099602733,1,1,1,Crookston_2018,-0.181750914161643,-0.481690030928636,-0.21415190339014,-0.0283372202296693,0.667430614443197,0.0627965072307658,131.162069347513,-96.62,47.8
2019,Crookston,228.263774010152,244.669062645506,261.074351280859,212.415813397078,241.155748120377,254.234725345639,235.009823181212,248.194048074517,277.568702973195,NA,228,263,35,32.8105772707064,0.0334790144756884,4,3,0.13,Crookston_2019,0.47739830993365,0.731364493262771,-2.30101005350427,-0.641490051351212,0.675234340980451,0.0836981183966264,128.098463230997,-96.62,47.8
2005,DeKalb,236.206923504689,250.156197455783,264.105471406877,233.583322268308,249.341468151063,262.134154751017,238.210880278462,250.961680710934,266.883204390373,NA,203,287,84,27.8985479021877,0.0393735829998337,641,13,0.15,DeKalb_2005,-0.341594821996957,-1.9919976832073,0.500665421439984,1.17775647666718,0.870622880190667,0.0263085525712714,166.842386736955,-88.86,41.84
2006,DeKalb,239.554621797607,249.130618573163,258.706615348719,234.67624485528,247.976745093595,256.185427279285,242.067982446827,250.264311904188,263.570734437677,NA,202,286,84,19.1519935511121,0.0573551671511432,593,13,0.22,DeKalb_2006,-0.867830747542642,-0.831938574864326,0.530335059426839,-0.0511008284662317,0.908858739026337,0.00115722266560255,47.3097774965367,-88.86,41.84
2007,DeKalb,184.086620209514,226.992303208926,269.897986208338,135.053232336541,211.221540321254,243.119101223031,210.506391621889,243.276602336065,322.833170944586,NA,194,278,84,85.8113659988243,0.0128009358505806,172,8,0.05,DeKalb_2007,0.776705269635161,0.677065302609466,0.210492001906146,0.290176232296656,0.92561851556265,0.00119712689545092,36.7489866771562,-88.86,41.84
2008,DeKalb,223.507597276048,243.12053419025,262.733471104453,219.088124303463,241.804251507363,259.527162143811,226.66083461669,244.418572289304,267.131077112772,NA,165,291,126,39.2258738284051,0.028003602831307,954,14,0.11,DeKalb_2008,0.00186918497974874,1.13048765420083,-0.186609301470002,-1.13483915071456,0.946351636263636,0.00103125859382161,51.042585780803,-88.86,41.84
2009,DeKalb,230.340826700558,247.076390113114,263.811953525671,214.7514979322,243.85134196946,257.369168328905,236.855971367584,250.291834087959,279.089846332636,NA,212,282,70,33.4711268251125,0.0328183092592347,88,8,0.13,DeKalb_2009,1.40631641064451,-0.218148456153211,-0.665163301084544,-2.16753812517148,0.940805756714639,0.000859382161518013,53.0364666292337,-88.86,41.84
2010,DeKalb,220.788789418257,241.618809626404,262.448829834551,213.707950321701,239.736855430704,258.091949958715,225.084554049218,243.533848164751,269.360746515209,NA,197,288,91,41.6600404162941,0.0263673721970763,76,11,0.1,DeKalb_2010,0.405666126838179,0.781573718879802,-0.0729887526663004,1.60949716108141,0.946546429553579,0.000951049592079934,51.9058368761006,-88.86,41.84
2011,DeKalb,235.196857095546,252.904386250422,270.611915405298,230.794818777424,251.668257870372,267.637945006673,238.182927418767,254.186259281958,274.898570447342,NA,231,280,49,35.4150583097526,0.0310169132518181,92,8,0.12,DeKalb_2011,-1.45270725911649,0.565936342866103,-0.255894967113282,-0.224125170760834,0.951496470803923,0.000870840590338252,49.7515288329686,-88.86,41.84
2012,DeKalb,222.982018886132,247.680994104789,272.379969323447,202.67442236644,243.491563808542,263.817574603689,231.403975361661,251.932036275546,292.92134926527,NA,209,279,70,49.3979504373144,0.0222370722201441,182,10,0.08,DeKalb_2012,-0.254086124021716,-1.89827075705534,1.6764097173427,1.12261976548475,0.948597488312403,0.000951049592079934,51.2106523657282,-88.86,41.84
2013,DeKalb,241.282503965335,260.007971249051,278.733438532766,220.130959559983,253.277340810134,267.728787315382,252.278959458536,266.596524693381,300.826428936297,NA,256,284,28,37.4509345674317,0.0293307978582963,3,2,0.11,DeKalb_2013,0.204428109022102,0.3577522339765,0.0175313910054649,-0.746040828529429,0.950132917774315,0.000825006875057292,51.8561808396454,-88.86,41.84
2014,DeKalb,231.202376203124,233.067539707581,234.932703212039,231.199326943676,233.066451428004,234.929550267726,231.20547197975,233.068630467624,234.935737950984,NA,234,241,7,3.73032700891463,0.29446903415603,4,2,1,DeKalb_2014,-0.784569336759754,-0.0859320627366608,-1.61715165585521,-1.05227932835818,0.953146484554038,0.000847923732697772,46.4169350002483,-88.86,41.84
2015,DeKalb,235.216614042684,246.874703841514,258.532793640344,228.91170008271,245.350621213713,255.299379191378,238.472282357176,248.341094492144,264.794965101113,NA,233,261,28,23.3161795976602,0.0471117400172994,7,4,0.18,DeKalb_2015,-1.91131927680206,0.38893370596949,-0.867330158423815,0.0279892150786588,0.954063158859658,0.000882299019158493,48.8386217012158,-88.86,41.84
2005,Dixon Springs,227.101071268751,242.74898262711,258.396893985468,212.223194084871,239.560783643573,252.059436250208,233.362844176458,245.873877531819,273.478310867394,NA,161,301,140,31.2958227167169,0.0350994380734045,175,15,0.14,Dixon Springs_2005,0.211048484417832,-0.664038028708408,0.747635010678278,0.403329257445924,0.126436649898589,0.426176534622833,215.394461205783,-88.67,37.44
2006,Dixon Springs,221.039711224979,238.53426477443,256.028818323882,215.645647010821,237.064728779452,252.509848734802,224.429982109386,240.032197925872,261.410918722566,NA,181,293,112,34.9891070989024,0.0313945076762516,155,14,0.12,Dixon Springs_2006,-1.08719398463296,0.33095393084802,0.596584123984916,-0.406657556415508,0.137541422126402,0.380045514432866,112.473091192232,-88.67,37.44
2007,Dixon Springs,178.26349151475,216.06710975935,253.87072800395,149.653574572771,210.163635639307,241.773258570405,190.710374775006,222.130176677857,281.423015331464,NA,173,292,119,75.6072364892002,0.0145285800990563,74,14,0.05,Dixon Springs_2007,0.535140712147159,-1.0882692449998,0.291744074218006,0.99838661405415,0.035054098295205,0.591767477142971,79.8245513968584,-88.67,37.44
2008,Dixon Springs,215.751353921241,240.049751724836,264.348149528431,193.492358436972,235.315120309957,255.308133781985,224.930643218071,244.697872776353,286.78848166315,NA,193,270,77,48.5967956071896,0.0226036671281907,196,11,0.09,Dixon Springs_2008,2.09631747499921,-0.242521163020384,0.137157780208577,-1.00740010353005,0.0602275722192302,0.572482783118863,105.560903312553,-88.67,37.44
2009,Dixon Springs,228.332518775065,250.039491653311,271.746464531557,220.295196770031,247.903455563677,266.81611137088,233.191178441149,252.122981720289,279.810211522143,NA,205,275,70,43.4139457564919,0.0253021413340992,88,10,0.1,Dixon Springs_2009,-0.955534405559416,0.967487836643545,-0.146937812158654,-1.69074257882058,0.0689591951322921,0.571864006691953,109.739793423787,-88.67,37.44
2010,Dixon Springs,231.03932274879,248.152821329763,265.266319910737,215.38723103536,244.774083343993,258.65647178968,237.73245893191,251.534641635962,281.234608259984,NA,232,281,49,34.2269971619469,0.0320935484408465,11,5,0.12,Dixon Springs_2010,-0.213904942037419,-0.686165389117867,-0.847307360811009,1.87555133754573,0.0993594518099211,0.570821253824382,127.834311208899,-88.67,37.44
2011,Dixon Springs,246.614776053049,254.446012998834,262.277249944618,242.954932804555,253.548254446296,260.285002366523,248.623668651836,255.351832410089,265.971880147241,NA,182,280,98,15.6624738915686,0.0701336071814868,149,9,0.28,Dixon Springs_2011,-0.814824578449134,2.43470963582267,-0.303829130065923,0.142033757083979,0.308116284132969,0.577054853384364,124.78990954651,-88.67,37.44
2012,Dixon Springs,211.62398489015,243.884184025684,276.144383161218,174.54884953022,233.889612392353,258.541662346269,229.163034864681,254.170437061284,314.385116346794,NA,223,279,56,64.5203982710682,0.0170250931618044,10,5,0.06,Dixon Springs_2012,0.189030546458243,-1.68802540892188,1.46795177216811,1.26423029510605,0.0775533121727075,0.571634830237541,114.556594548344,-88.67,37.44
2013,Dixon Springs,229.452395180001,245.546083250375,261.639771320748,211.306511322459,240.753658622572,253.408155391692,237.86845584788,250.349843737511,279.91425456948,NA,228,256,28,32.1873761407468,0.0341272238718153,7,3,0.13,Dixon Springs_2013,-0.387650101526598,-0.1651861007002,-0.31360338583315,-1.44892337447108,0.104687804374978,0.571119183215117,123.227600537832,-88.67,37.44
2005,DPAC,240.390216915114,247.188661918823,253.987106922531,237.977839469303,246.534014894547,252.510756653116,241.823375259202,247.81343348069,256.431488300131,NA,210,294,84,13.5968900074178,0.0807880177601187,1103,13,0.32,DPAC_2005,0.522879214994425,0.160481888553318,0.139412581010066,0.382037883421366,0.764393105977264,0.0977493582691602,146.328159092326,-85.15,40.25
2006,DPAC,234.011123317854,247.680577297231,261.350031276608,223.365265287859,245.421844588072,256.723220805767,238.679590036303,249.878989525772,272.000879652901,NA,202,293,91,27.3389079587541,0.0401795782428077,159,11,0.16,DPAC_2006,-1.07358359058424,-0.152952536352985,0.48779569769219,-1.02857482667423,0.683842899337432,0.0496527500598707,86.576197321286,-85.15,40.25
2007,DPAC,215.134984034666,245.850020189398,276.56505634413,187.686933972934,240.117644781413,264.929057772496,226.405425018765,251.701991632151,303.530142197915,NA,194,292,98,61.4300723094636,0.0178815643561014,133,12,0.07,DPAC_2007,2.25121389923563,-1.51262074486922,0.108809641311728,-0.01947314230096,0.684122295840984,0.137902131396184,97.3300181914609,-85.15,40.25
2008,DPAC,224.955289242575,239.168670065162,253.382050887749,219.758274433563,237.775773720086,250.213818420991,228.072578388361,240.588407453597,258.813442088293,NA,214,291,77,28.4267616451742,0.0386419601751626,343,10,0.15,DPAC_2008,1.36187359134879,-0.819845513473363,-0.0131117173266772,-1.45143052982796,0.704957292248743,0.135587131795322,83.5224713014023,-85.15,40.25
2009,DPAC,240.213764889,264.605089737507,288.996414586014,216.518498472493,259.755685640851,279.575728740141,249.961424314931,269.465626317114,310.859988966609,NA,212,296,84,48.7826496970147,0.0225175507731558,100,12,0.09,DPAC_2009,-1.01241454713247,-1.5786085693538,-0.390554016650949,-1.5280445855492,0.693023070168437,0.137622734892632,87.7780755829536,-85.15,40.25
2010,DPAC,246.60151501555,255.385700877002,264.169886738454,241.572337231125,254.26564801763,261.777071330756,249.047349842353,256.498134099069,269.039598139482,NA,232,281,49,17.5683717229041,0.0625251906509634,18,5,0.25,DPAC_2010,-0.82395343842822,0.702585664962423,-0.406881658901398,1.94168488526383,0.700953428676201,0.117906582324899,145.497885604923,-85.15,40.25
2011,DPAC,250.831747428421,264.919426141052,279.007104853683,245.413636396603,263.524567630703,275.825962621297,254.119529133628,266.355744868961,284.322695479788,NA,217,294,77,28.1753574252617,0.038986756221835,150,10,0.15,DPAC_2011,0.136932533187562,0.484702520321209,-0.481926936660646,0.214132402878463,0.754583791712504,0.115374037403741,104.340717480909,-85.15,40.25
2012,DPAC,35.0332869316133,174.28417381532,313.535060699026,-135.323840078523,120.90742569195,225.851791146452,123.302499775479,228.788349081757,479.808336833266,NA,139,272,133,278.501773767413,0.00394419675157618,84,11,0.01,DPAC_2012,0.484316758426683,-1.24442252494309,1.6811467783074,0.864195785528584,0.763682618261826,0.115671983865053,99.1148955026607,-85.15,40.25
2013,DPAC,265.651602588119,266.343844625365,267.036086662612,265.651564910158,266.343831187211,267.03604993393,265.651640187347,266.34385852485,267.03612470094,NA,270,270,0,1.38448407449221,0.793411648166013,1,1,1,DPAC_2013,-0.590880157506376,-0.621377263300415,0.0586099127720025,-0.56276124893415,0.748876971030437,0.113975980931426,106.220179771332,-85.15,40.25
2015,DPAC,242.764229546039,243.527234834688,244.290240123337,242.764140541753,243.527202132926,244.290149524566,242.764319227499,243.527267323694,244.290330053455,NA,247,247,0,1.52601057729868,0.719828425662739,1,1,1,DPAC_2015,-1.48730883952033,1.59977514481885,-1.10820652429929,-0.00237648073639594,0.713730748074808,0.118674367436744,110.601771737013,-85.15,40.25
2016,DPAC,262.075760115833,276.105703633185,290.135647150536,245.922111816744,272.116176199332,282.898510349312,269.214317535101,280.054002886576,306.274069674751,NA,274,295,21,28.059887034703,0.0391471922193785,3,2,0.15,DPAC_2016,0.356978837388083,-0.385299383082886,1.44460514687782,0.904518864805919,0.766994407774111,0.117631554822149,95.2299094267258,-85.15,40.25
2017,DPAC,247.93694780447,255.095620991219,262.254294177968,245.518440724391,254.447138582674,260.77552956419,249.421884855821,255.735510313206,264.708824313001,NA,202,286,84,14.3173463734984,0.0767227224058052,137,8,0.3,DPAC_2017,-0.576838480294574,0.46422257345894,1.48083828270658,0.302198001867344,0.771016685001834,0.114972955628896,93.5147090844497,-85.15,40.25
2018,DPAC,137.929466459708,215.000184714404,292.0709029691,60.5130078390069,113.636442919964,170.226851476093,263.236211779673,317.579478974257,366.898193252517,NA,236,285,49,154.141436509392,0.00712634977509574,3,3,0.07,DPAC_2018,0.507617998166399,1.04407849000248,0.0941165951577121,0.686666485285844,0.772643931059773,0.11637101210121,94.6034219965849,-85.15,40.25
2019,DPAC,237.746712248841,247.573854955115,257.400997661388,227.883670565579,245.372402445528,253.172143044436,241.914943616898,249.775327494585,267.504993706139,NA,221,284,63,19.654285412547,0.0558893782370924,93,8,0.22,DPAC_2019,0.426259719561497,0.713286870754923,-1.69798051133932,0.609514800471338,0.68613632196553,0.135554180418042,118.071313423029,-85.15,40.25
2005,East Lansing,219.407515596771,240.664359751156,261.92120390554,202.607606140366,237.003909473193,254.416022874224,226.769296626958,244.348016532974,279.925017450995,NA,182,301,119,42.5136883087686,0.0258379320896286,232,15,0.1,East Lansing_2005,0.200997595445405,-1.04162035108408,-0.24960901476153,1.24811550235726,0,0,NA,-84.5,42.69
2006,East Lansing,251.032690874428,272.790222582417,294.547754290404,226.207331358157,265.575185447618,282.337829833254,263.23034468737,279.941579516542,318.962970613843,NA,251,286,35,43.515063415976,0.0252433457559511,15,4,0.1,East Lansing_2006,0.185611591843623,-0.084455922074837,0.702607236037865,0.138223462333374,0,0,NA,-84.5,42.69
